epoch,subset,n,mae_mchirp,mae_q,mae_merger_time,mae_snr,r2_mchirp,r2_q,r2_merger_time,r2_snr,std_ratio_mchirp,std_ratio_q,std_ratio_merger_time,std_ratio_snr
5,full,5000,2.58086,0.344596,0.0213575,1.02221,0.748081,-2.66772,0.755642,0.691457,0.83748,0,0.946431,0.809668
5,snr_low,1667,3.76193,0.353114,0.0256633,1.22331,0.49691,-2.82938,0.630311,-2.93035,0.738769,0,0.900149,1.65889
5,snr_mid,1666,2.27612,0.337891,0.0198548,0.928774,0.831153,-2.56394,0.803457,-1.11186,0.829676,0,0.966256,1.56394
5,snr_high,1667,1.70435,0.342779,0.0185534,0.914485,0.90675,-2.6217,0.83126,-1.12285,0.906306,0,0.970063,1.15237
5,mchirp_low,2500,1.65084,0.423904,0.022945,1.04274,0.610058,-3.74307,0.714132,0.676808,0.948758,0,0.928604,0.81361
5,mchirp_high,2500,3.51089,0.265288,0.01977,1.00168,-0.0806856,-2.47479,0.797243,0.705905,1.03907,0,0.963994,0.803431
5,merger_early,2500,2.65895,0.346394,0.0249936,1.02933,0.732864,-2.63948,-0.363974,0.679706,0.835974,0,1.24618,0.822202
5,merger_late,2500,2.50277,0.342798,0.0177213,1.01509,0.763112,-2.69775,0.400634,0.702885,0.837556,0,0.934481,0.797037
10,full,5000,3.81182,0.344596,0.0170956,2.85326,0.546018,-2.66772,0.836103,-0.87738,0.680427,1.56627e-07,0.872233,0.63103
10,snr_low,1667,4.86505,0.353114,0.0202524,4.10328,0.261006,-2.82938,0.748381,-29.0542,0.568208,2.40711e-07,0.847517,1.33116
10,snr_mid,1666,3.55395,0.337891,0.0156646,2.88962,0.627928,-2.56394,0.87157,-13.7076,0.664596,9.61694e-08,0.882569,1.12389
10,snr_high,1667,3.01629,0.342779,0.015369,1.5669,0.739059,-2.6217,0.887018,-4.03055,0.771663,0,0.877669,1.07959
10,mchirp_low,2500,1.86653,0.423904,0.0185523,2.92914,0.553919,-3.74307,0.797467,-0.983849,0.789549,1.49842e-07,0.862473,0.613842
10,mchirp_high,2500,5.7571,0.265288,0.015639,2.77738,-1.09149,-2.47479,0.874841,-0.772344,0.744793,1.97213e-07,0.882047,0.646433
10,merger_early,2500,3.93587,0.346394,0.0180322,2.84117,0.519358,-2.63948,0.19765,-0.883918,0.683598,1.64606e-07,1.07893,0.645375
10,merger_late,2500,3.68776,0.342798,0.016159,2.86535,0.572353,-2.69775,0.492847,-0.87121,0.676192,1.47792e-07,0.977225,0.616511
15,full,5000,1.42873,0.455404,0.0142302,0.921816,0.918954,-4.65923,0.889489,0.74026,0.901137,1.31556e-16,0.988167,1.00611
15,snr_low,1667,2.01875,0.446886,0.0171851,0.8911,0.835126,-4.53165,0.823173,-1.22802,0.870818,1.32215e-16,0.956506,1.47359
15,snr_mid,1666,1.25105,0.462109,0.0132731,1.10151,0.950292,-4.79559,0.913431,-1.94349,0.90605,1.31531e-16,0.997722,2.03783
15,snr_high,1667,1.01629,0.457221,0.012232,0.772948,0.96808,-4.66453,0.930891,-0.659665,0.923353,1.31108e-16,1.0084,1.45721
15,mchirp_low,2500,1.18934,0.376096,0.015536,0.955598,0.77483,-2.9464,0.859766,0.721039,0.930101,1.26677e-16,0.970828,1.01796
15,mchirp_high,2500,1.66813,0.534712,0.0129244,0.888035,0.708283,-10.054,0.919295,0.759229,0.964527,1.64589e-16,1.00525,0.994077
15,merger_early,2500,1.45549,0.453606,0.0151197,0.949558,0.918269,-4.5262,0.480098,0.724025,0.899331,1.30178e-16,1.06986,1.01433
15,merger_late,2500,1.40198,0.457202,0.0133407,0.894075,0.919622,-4.7989,0.638325,0.756067,0.902546,1.32988e-16,1.05471,0.998061
20,full,5000,1.4345,0.455404,0.0138457,1.15687,0.922901,-4.65923,0.893087,0.61103,0.963045,1.31556e-16,0.959393,0.90161
20,snr_low,1667,2.079,0.446886,0.0164759,1.45954,0.844381,-4.53165,0.83281,-4.05435,0.913858,1.32215e-16,0.926663,1.4487
