epoch,subset,n,mae_mchirp,mae_q,mae_merger_time,mae_snr,r2_mchirp,r2_q,r2_merger_time,r2_snr,std_ratio_mchirp,std_ratio_q,std_ratio_merger_time,std_ratio_snr
5,full,5000,3.74674,0.173558,0.0208767,1.02372,0.614725,0.0489939,0.771189,0.689845,0.948028,0.330191,0.883188,0.813642
5,snr_low,1667,3.9955,0.176974,0.025999,0.953539,0.5402,0.0205071,0.650821,-1.41414,0.718006,0.198613,0.728609,1.34137
5,snr_mid,1666,3.66698,0.17424,0.0195263,0.904448,0.658048,0.0471349,0.805624,-1.09173,0.946747,0.315996,0.904783,1.58393
5,snr_high,1667,3.5777,0.16946,0.0171039,1.21309,0.641771,0.0762886,0.855411,-2.66751,1.11226,0.431753,0.993591,1.5219
5,mchirp_low,2500,3.60403,0.191503,0.0230329,1.05933,-0.638226,-0.0494448,0.720946,0.66169,1.04446,0.19235,0.846722,0.841153
5,mchirp_high,2500,3.88946,0.155612,0.0187205,0.9881,-0.0681627,-0.205501,0.821562,0.717636,1.17812,0.388778,0.916545,0.783865
5,merger_early,2500,3.58074,0.176083,0.0217577,1.03856,0.641737,0.0465831,-0.00501568,0.677339,0.969081,0.309224,1.01512,0.812482
5,merger_late,2500,3.91275,0.171032,0.0199956,1.00887,0.587929,0.0513687,0.184398,0.702009,0.924394,0.350658,1.10389,0.814582
5,q_low,1667,3.66714,0.170666,0.0207578,0.995745,-0.0860584,-3.6342,0.777202,0.706764,1.12594,0.567475,0.885242,0.813826
5,q_mid,1666,3.7299,0.0876487,0.0216811,1.03849,0.549811,-1.5835,0.754537,0.683926,1.01774,1.01849,0.879479,0.817811
5,q_high,1667,3.84318,0.262306,0.0201916,1.03693,0.689859,-18.0938,0.781501,0.67838,0.919862,1.20715,0.883767,0.809544
5,q_low_mchirp_low,1241,3.65351,0.178133,0.0212194,1.00819,-1.42815,-4.09511,0.768898,0.6993,1.25733,0.483024,0.870177,0.825034
5,q_low_mchirp_high,426,3.70684,0.148915,0.0194133,0.959491,-4.8156,-7.51823,0.801697,0.728629,2.09257,0.891286,0.929274,0.779854
5,q_high_mchirp_low,544,3.60901,0.334679,0.0249705,1.14585,-0.293292,-26.0077,0.663985,0.588622,0.875729,0.606092,0.801597,0.837206
5,q_high_mchirp_high,1123,3.95661,0.227247,0.0178766,0.984158,-0.0365983,-13.9157,0.835752,0.720071,1.19183,1.08178,0.916855,0.791654
10,full,5000,3.79011,0.166458,0.0166246,1.39629,0.6205,0.107539,0.856074,0.470624,1.16759,0.356675,0.985934,0.914116
10,snr_low,1667,3.99207,0.171619,0.0198917,1.78422,0.577272,0.0352669,0.787242,-6.01084,1.02604,0.264443,0.904355,1.51268
10,snr_mid,1666,3.78427,0.163777,0.0155074,1.47011,0.644595,0.137208,0.880644,-3.87225,1.18891,0.36521,1.01046,1.7188
10,snr_high,1667,3.594,0.163976,0.014474,0.934595,0.637175,0.146741,0.899297,-1.11281,1.27049,0.420704,1.03691,1.32693
10,mchirp_low,2500,2.82917,0.20244,0.017736,1.39238,0.000175312,-0.138768,0.833104,0.466735,1.14402,0.2346,0.969302,0.90957
10,mchirp_high,2500,4.75106,0.130475,0.0155132,1.40021,-0.396584,0.128565,0.879091,0.474423,1.31877,0.409001,1.00117,0.918249
10,merger_early,2500,3.57999,0.169698,0.0172132,1.40466,0.660641,0.101203,0.3591,0.452768,1.15307,0.350322,1.10333,0.929874
10,merger_late,2500,4.00024,0.163218,0.016036,1.38793,0.580705,0.114019,0.495126,0.487982,1.1805,0.363107,1.01365,0.898402
10,q_low,1667,3.58523,0.266868,0.0167302,1.40855,0.0283548,-8.82221,0.854901,0.463601,1.25524,0.563039,0.988116,0.903693
10,q_mid,1666,3.81696,0.0878632,0.0168262,1.42173,0.529474,-1.51937,0.851841,0.460832,1.23134,1.03206,0.982256,0.921784
10,q_high,1667,3.96817,0.144595,0.0163175,1.35862,0.688176,-6.1657,0.861353,0.487201,1.15943,1.26858,0.986948,0.917224
10,q_low_mchirp_low,1241,3.23652,0.2746,0.0169311,1.40994,-0.803601,-9.52848,0.851255,0.461803,1.29102,0.494017,0.97882,0.89722
10,q_low_mchirp_high,426,4.60106,0.244345,0.0161448,1.40452,-6.657,-19.0276,0.865583,0.46887,1.93905,0.851728,1.01611,0.922349
