epoch,circular_loss_combo_A,circular_loss_combo_B,kappa_sky_position,loss,mae_inclination,mae_mchirp,mae_merger_time,mae_snr,r2_inclination,r2_mchirp,r2_merger_time,r2_snr,std_ratio_inclination,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,val_circular_loss_combo_A,val_circular_loss_combo_B,val_kappa_sky_position,val_loss,val_mae_inclination,val_mae_mchirp,val_mae_merger_time,val_mae_snr,val_r2_inclination,val_r2_mchirp,val_r2_merger_time,val_r2_snr,val_std_ratio_inclination,val_std_ratio_mchirp,val_std_ratio_merger_time,val_std_ratio_snr,val_weight_combo_A,val_weight_combo_B,val_weight_inclination,val_weight_mchirp,val_weight_merger_time,val_weight_sky_position,val_weight_snr,weight_combo_A,weight_combo_B,weight_inclination,weight_mchirp,weight_merger_time,weight_sky_position,weight_snr
0,1.0112251043319702,1.004197359085083,0.15635842084884644,5.7346673011779785,0.8011407852172852,1.303532600402832,0.29832327365875244,0.986503541469574,-0.9429314136505127,-4.589207172393799,-0.5664899349212646,-0.5301811695098877,0.9639906287193298,2.1407439708709717,0.7440287470817566,0.8324680328369141,1.002806305885315,1.0119198560714722,0.09999995678663254,4.70615291595459,0.7432101368904114,0.8365916013717651,0.28542739152908325,0.8330689668655396,-0.6335174441337585,-0.015236377716064453,-0.45791923999786377,-0.022113561630249023,0.7225507497787476,0.21430203318595886,0.1762305349111557,0.28958675265312195,1.1772983074188232,1.1750448942184448,1.2209463119506836,1.0190966129302979,1.2182270288467407,0.8496454358100891,1.1615384817123413,1.0936461687088013,1.0924170017242432,1.1071470975875854,0.9986891746520996,1.1060914993286133,0.9234038591384888,1.0613253116607666
1,1.0112361907958984,1.0027462244033813,0.10000019520521164,4.260166168212891,0.7312629818916321,0.8227401375770569,0.26397833228111267,0.7286344766616821,-0.5589691996574402,-0.03855025768280029,-0.1797165870666504,0.18410056829452515,0.7486209273338318,0.5933032631874084,0.484559029340744,0.7761006355285645,1.002806305885315,1.0119197368621826,0.09999995678663254,3.683584213256836,0.6842995285987854,0.7663313746452332,0.24207785725593567,0.6010337471961975,-0.2965242266654968,0.132121741771698,0.0028588175773620605,0.44655895233154297,0.5482712388038635,0.4334663450717926,0.242561936378479,0.6605050563812256,1.2783392667770386,1.277664065361023,1.480563998222351,1.0981861352920532,1.482991099357605,0.7302050590515137,1.4368250370025635,1.2335073947906494,1.236104965209961,1.3478288650512695,1.0557326078414917,1.3470513820648193,0.7867047190666199,1.293907880783081
2,1.0112361907958984,1.0027462244033813,0.10000019520521164,3.5053341388702393,0.7046957015991211,0.7684796452522278,0.24006377160549164,0.6479763984680176,-0.4075509309768677,0.0889541506767273,0.024921715259552002,0.35063666105270386,0.6326743364334106,0.615400493144989,0.45230546593666077,0.808735728263855,1.002806305885315,1.0119197368621826,0.09999995678663254,3.71168851852417,0.683292031288147,0.713322639465332,0.19970718026161194,1.0610556602478027,-0.2711811065673828,0.23795926570892334,0.30916494131088257,-0.4883366823196411,0.44508615136146545,0.5414373874664307,0.37871867418289185,0.8430054783821106,1.3128854036331177,1.3203620910644531,1.769436240196228,1.2112452983856201,1.8047441244125366,0.6412214636802673,1.756363868713379,1.2993013858795166,1.3000907897949219,1.6246473789215088,1.1519861221313477,1.6393734216690063,0.6833239793777466,1.5944677591323853
3,1.0112358331680298,1.0027457475662231,0.10000019520521164,2.825557231903076,0.6836690306663513,0.7261515259742737,0.1960390955209732,0.5843522548675537,-0.2971705198287964,0.17989397048950195,0.3086559772491455,0.46474337577819824,0.5544735789299011,0.6732982397079468,0.6049954891204834,0.8142617344856262,1.002806305885315,1.0119197368621826,0.09999995678663254,2.333423376083374,0.659260094165802,0.5827850103378296,0.13542364537715912,0.566005289554596,-0.1427384614944458,0.45685964822769165,0.6306729316711426,0.48839467763900757,0.32191914319992065,0.6465816497802734,0.7632150053977966,0.8102045059204102,1.3216439485549927,1.3348159790039062,2.0832014083862305,1.356326937675476,2.199340581893921,0.5746194124221802,2.1345317363739014,1.317854881286621,1.32654869556427,1.9254953861236572,1.2815464735031128,1.9960947036743164,0.6061609387397766,1.9405732154846191
4,1.0112359523773193,1.0027457475662231,0.10000019520521164,2.1483592987060547,0.676414430141449,0.6175481081008911,0.1561979204416275,0.5424420833587646,-0.24637079238891602,0.39153802394866943,0.526787281036377,0.5365290641784668,0.4971412420272827,0.7281916737556458,0.7768011689186096,0.8354443311691284,1.002806305885315,1.0119199752807617,0.09999995678663254,1.6874116659164429,0.6562362909317017,0.5665446519851685,0.1374916136264801,0.46595850586891174,-0.13463371992111206,0.4641824960708618,0.6222816705703735,0.6398226022720337,0.2826669216156006,0.7197545766830444,0.8216776251792908,0.8542438745498657,1.3244351148605347,1.3285056352615356,2.402259349822998,1.5583993196487427,2.6830897331237793,0.5245569348335266,2.568513870239258,1.3203067779541016,1.3305158615112305,2.24577260017395,1.4527153968811035,2.4345908164978027,0.5482719540596008,2.346312999725342
5,1.0112360715866089,1.002746343612671,0.10000019520521164,1.5194238424301147,0.6613759398460388,0.5337353348731995,0.138881117105484,0.5113990306854248,-0.1643918752670288,0.5292022228240967,0.6175699234008789,0.5844566822052002,0.4176514744758606,0.8107296228408813,0.8441511988639832,0.8544381856918335,1.002806305885315,1.0119197368621826,0.09999995678663254,1.225073218345642,0.6615811586380005,0.5669902563095093,0.10601333528757095,0.47578662633895874,-0.16000580787658691,0.5476569533348083,0.7598961591720581,0.6373195648193359,0.3561616539955139,0.8508772850036621,0.8844937682151794,0.8668740391731262,1.3183364868164062,1.3368712663650513,2.731261968612671,1.8256142139434814,3.2712645530700684,0.48692575097084045,3.0589845180511475,1.3249435424804688,1.328895926475525,2.5718681812286377,1.6884667873382568,2.969053268432617,0.5047541260719299,2.803727865219116
6,1.0112361907958984,1.002746343612671,0.10000019520521164,0.9598086476325989,0.6633998155593872,0.4730099141597748,0.1257013976573944,0.48027563095092773,-0.16697347164154053,0.6261100172996521,0.6839367151260376,0.6362743377685547,0.4169107973575592,0.8598489165306091,0.871718168258667,0.858587384223938,1.002806305885315,1.0119197368621826,0.09999995678663254,0.8672530055046082,0.7061588168144226,0.39599019289016724,0.12624719738960266,0.5115765333175659,-0.41121017932891846,0.7475537657737732,0.6803967356681824,0.5942363739013672,0.24133530259132385,0.8411925435066223,0.8735304474830627,0.8826496601104736,1.3246394395828247,1.3274996280670166,3.003685474395752,2.161958932876587,3.9859070777893066,0.4588387906551361,3.6151833534240723,1.3187288045883179,1.3383392095565796,2.8731942176818848,1.9850794076919556,3.618825912475586,0.4721190929412842,3.3382647037506104
7,1.0112361907958984,1.0027461051940918,0.10000019520521164,0.4118766486644745,0.6540107727050781,0.40936270356178284,0.1183079183101654,0.46481937170028687,-0.11996841430664062,0.7134647369384766,0.7183843851089478,0.661255955696106,0.36585307121276855,0.8869787454605103,0.9029016494750977,0.8694212436676025,1.002806305885315,1.0119199752807617,0.09999995678663254,0.4277169704437256,0.6664676666259766,0.4927796423435211,0.1119563952088356,0.4860793650150299,-0.18495523929595947,0.6356877088546753,0.7328276634216309,0.6309939622879028,0.27063220739364624,0.9264161586761475,0.9389609694480896,0.872247576713562,1.3197582960128784,1.3342636823654175,3.2518863677978516,2.5902159214019775,4.851486682891846,0.4381548762321472,4.185669422149658,1.3270375728607178,1.326079249382019,3.129976749420166,2.3719120025634766,4.4064788818359375,0.4479050040245056,3.9066622257232666
8,1.0112355947494507,1.002746343612671,0.10000019520521164,-0.057971689850091934,0.6527495384216309,0.3942704498767853,0.11309287697076797,0.4393082559108734,-0.10358339548110962,0.7329597473144531,0.7411682605743408,0.6950843930244446,0.3371015787124634,0.910542905330658,0.924649715423584,0.8730002045631409,1.002806305885315,1.0119197368621826,0.09999995678663254,-0.3306964337825775,0.697809100151062,0.31283077597618103,0.09271490573883057,0.39703798294067383,-0.3657529950141907,0.8361986875534058,0.8187623023986816,0.745497465133667,0.5734854340553284,0.9185023307800293,0.9587052464485168,0.8561351299285889,1.3264800310134888,1.3322713375091553,3.4447684288024902,3.0842604637145996,5.897614002227783,0.4232148230075836,4.827225208282471,1.3173285722732544,1.3318934440612793,3.3571317195892334,2.8254382610321045,5.360366344451904,0.4302294850349426,4.513189315795898
9,1.0112361907958984,1.0027459859848022,0.10000019520521164,-0.4771621823310852,0.6525729298591614,0.3508285582065582,0.1087443083524704,0.43698081374168396,-0.11042052507400513,0.7831120491027832,0.7629785537719727,0.6982821226119995,0.34940797090530396,0.9178302884101868,0.9306495785713196,0.8786836862564087,1.002806305885315,1.0119197368621826,0.09999995678663254,-0.8276907205581665,0.6423903107643127,0.2653968930244446,0.09253044426441193,0.44760388135910034,-0.03618323802947998,0.8672186136245728,0.8215125203132629,0.6824053525924683,0.18618734180927277,0.8629376292228699,0.9831318855285645,0.8363204002380371,1.3200026750564575,1.3342159986495972,3.5640711784362793,3.6927475929260254,7.162232398986816,0.4127216935157776,5.414824485778809,1.3250455856323242,1.3283944129943848,3.4846584796905518,3.3791251182556152,6.512272834777832,0.41761642694473267,5.130092620849609
