epoch,kappa_sky_position,loss,mae_coa_phase,mae_mchirp,mae_merger_time,mae_snr,r2_coa_phase,r2_mchirp,r2_merger_time,r2_snr,std_ratio_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,val_kappa_sky_position,val_loss,val_mae_coa_phase,val_mae_mchirp,val_mae_merger_time,val_mae_snr,val_r2_coa_phase,val_r2_mchirp,val_r2_merger_time,val_r2_snr,val_std_ratio_coa_phase,val_std_ratio_mchirp,val_std_ratio_merger_time,val_std_ratio_snr,val_weight_coa_phase,val_weight_mchirp,val_weight_merger_time,val_weight_sky_position,val_weight_snr,weight_coa_phase,weight_mchirp,weight_merger_time,weight_sky_position,weight_snr
0,0.15632058680057526,4.234929084777832,0.7889513969421387,1.284619688987732,0.29742154479026794,0.9902035593986511,-0.8923665881156921,-4.521279335021973,-0.5503838062286377,-0.5333452224731445,0.9497432112693787,2.129277229309082,0.7355028986930847,0.832863986492157,0.09999995678663254,3.1390395164489746,0.6823980808258057,0.8343954086303711,0.2933202385902405,0.8059617877006531,-0.2746502161026001,-0.03382313251495361,-0.5513699054718018,0.08137118816375732,0.45073723793029785,0.23511812090873718,0.1641157865524292,0.27807366847991943,1.220565915107727,1.0202534198760986,1.2182576656341553,0.8496412038803101,1.1635435819625854,1.1070237159729004,0.9991797804832458,1.1061500310897827,0.9234023690223694,1.0619328022003174
1,0.10000019520521164,2.790480613708496,0.7247886657714844,0.8166150450706482,0.25911715626716614,0.7184207439422607,-0.5298272967338562,-0.02507483959197998,-0.1427518129348755,0.20923209190368652,0.7333061695098877,0.5985783338546753,0.49778643250465393,0.7728022336959839,0.09999995678663254,2.354865312576294,0.6630735397338867,0.95893394947052,0.21951539814472198,0.5812720656394958,-0.14806866645812988,-0.3511110544204712,0.15816658735275269,0.47766703367233276,0.38087981939315796,0.5138304233551025,0.3084520399570465,0.7140196561813354,1.478373646736145,1.100404143333435,1.4834089279174805,0.730198323726654,1.446351170539856,1.3494055271148682,1.0572526454925537,1.3471159934997559,0.7866997122764587,1.2989085912704468
2,0.10000019520521164,2.02327036857605,0.7033594250679016,0.7583941221237183,0.21195831894874573,0.6328245401382446,-0.4003693461418152,0.10899710655212402,0.20956599712371826,0.37840843200683594,0.6236300468444824,0.6306667923927307,0.5484699010848999,0.8041151165962219,0.09999995678663254,2.3564016819000244,0.6844736337661743,0.6790183782577515,0.1407540738582611,1.1421064138412476,-0.2918679714202881,0.29294461011886597,0.6084102988243103,-0.6792888641357422,0.5443025827407837,0.5124359130859375,0.696416437625885,0.8600932359695435,1.7635107040405273,1.215315580368042,1.8084490299224854,0.6412176489830017,1.772888422012329,1.6181681156158447,1.1550345420837402,1.6411304473876953,0.6833191514015198,1.6061314344406128
3,0.10000019520521164,1.3788905143737793,0.68404620885849,0.722652018070221,0.1639670729637146,0.5949053168296814,-0.2925707697868347,0.18379074335098267,0.4865703582763672,0.45078045129776,0.5412391424179077,0.6708827614784241,0.7566491961479187,0.8218194246292114,0.09999995678663254,1.7705163955688477,0.8043755292892456,0.6421971321105957,0.12436137348413467,0.8680713772773743,-0.9752395749092102,0.36620569229125977,0.6700462102890015,-0.05043768882751465,0.9845752120018005,0.6382824182510376,0.8704816699028015,0.89422607421875,2.0764060020446777,1.3612126111984253,2.2068936824798584,0.5746141672134399,2.1407310962677,1.9195576906204224,1.2850152254104614,2.00231671333313,0.6061563491821289,1.9525578022003174
4,0.10000019520521164,0.7396007180213928,0.67940753698349,0.6364194750785828,0.14181013405323029,0.5485903024673462,-0.2663465738296509,0.355246365070343,0.6036192774772644,0.5300451517105103,0.5179885029792786,0.7089303135871887,0.8446022272109985,0.8280900716781616,0.09999995678663254,0.3212670087814331,0.6672547459602356,0.6055517792701721,0.11481013149023056,0.47687649726867676,-0.19621723890304565,0.4260265827178955,0.7207945585250854,0.6294738054275513,0.2598245143890381,0.713144838809967,0.891150176525116,0.8192980885505676,2.3864922523498535,1.5565519332885742,2.691704273223877,0.5245512127876282,2.569383382797241,2.230163335800171,1.4549211263656616,2.4426794052124023,0.5482657551765442,2.3498311042785645
5,0.10000019520521164,0.07269131392240524,0.6649887561798096,0.5255652666091919,0.136224165558815,0.5106592178344727,-0.1778404712677002,0.5425798296928406,0.631405234336853,0.5910107493400574,0.4214802086353302,0.8134333491325378,0.8868399262428284,0.8506842255592346,0.09999995678663254,-0.43828144669532776,0.650917112827301,0.48010700941085815,0.10331270843744278,0.4292108118534088,-0.10052061080932617,0.6511622667312622,0.7739861011505127,0.7021970748901367,0.27584272623062134,0.824974536895752,0.885688841342926,0.8496298789978027,2.7079293727874756,1.8285396099090576,3.277824878692627,0.48691636323928833,3.064750909805298,2.5504207611083984,1.6879948377609253,2.9764626026153564,0.5047461986541748,2.815781354904175
6,0.10000019520521164,-0.5081419944763184,0.6620831489562988,0.4563904106616974,0.12307045608758926,0.4780142605304718,-0.16391867399215698,0.6480298638343811,0.6999004483222961,0.638702392578125,0.4095880091190338,0.870498776435852,0.8931811451911926,0.8565122485160828,0.09999995678663254,-0.029491716995835304,0.6437140703201294,0.4940871596336365,0.14934512972831726,0.7688041925430298,-0.04792499542236328,0.6578595638275146,0.583066463470459,0.19663196802139282,0.21274033188819885,0.8166008591651917,0.8438293933868408,0.9364141225814819,2.9895267486572266,2.174949884414673,3.990845203399658,0.45882612466812134,3.6241860389709473,2.8498973846435547,1.9963164329528809,3.624509572982788,0.4721110463142395,3.336667537689209
7,0.10000019520521164,-1.0118603706359863,0.6588729023933411,0.3997838795185089,0.11643100529909134,0.4690677225589752,-0.14443588256835938,0.7239719033241272,0.7285891771316528,0.6527745723724365,0.3850681781768799,0.8932180404663086,0.9075757265090942,0.8740975260734558,0.09999995678663254,-0.9575800895690918,0.6438661813735962,0.4207076132297516,0.09685168415307999,0.5794520974159241,-0.05588322877883911,0.7107133865356445,0.8036597967147827,0.4995260238647461,0.22297723591327667,0.9314659833908081,0.9547733068466187,0.9495147466659546,3.218651294708252,2.6091535091400146,4.853942394256592,0.4381391406059265,4.180357456207275,3.11094331741333,2.384503126144409,4.410677433013916,0.4478878080844879,3.9094667434692383
8,0.10000019520521164,-1.5336313247680664,0.6531664729118347,0.37513476610183716,0.11252860724925995,0.4367910921573639,-0.11122047901153564,0.7551655769348145,0.7436538934707642,0.69981849193573,0.3441934883594513,0.9129183888435364,0.9293442964553833,0.8719784617424011,0.09999995678663254,-1.940385103225708,0.6533896327018738,0.2767771780490875,0.11579682677984238,0.4090893864631653,-0.10381871461868286,0.8589850068092346,0.7355324029922485,0.7306052446365356,0.30489030480384827,0.930613100528717,0.9481579661369324,0.9053349494934082,3.4088950157165527,3.1253719329833984,5.896258354187012,0.4231913089752197,4.837691783905029,3.3295257091522217,2.8581247329711914,5.361616611480713,0.43021252751350403,4.51423978805542
9,0.10000019520521164,-1.9492483139038086,0.6531135439872742,0.3377506136894226,0.10471977293491364,0.4370400905609131,-0.1063036322593689,0.797301709651947,0.7790297865867615,0.6980419158935547,0.32984066009521484,0.9236990213394165,0.9256451725959778,0.8782332539558411,0.09999995678663254,-2.4014673233032227,0.645192563533783,0.2665973901748657,0.08387624472379684,0.39998939633369446,-0.06965982913970947,0.8606348037719727,0.8486457467079163,0.7419977784156799,0.26168370246887207,0.9141521453857422,0.9245377779006958,0.8712539672851562,3.5355446338653564,3.7491962909698486,7.1606621742248535,0.41269487142562866,5.422989845275879,3.4770419597625732,3.430126667022705,6.5108723640441895,0.4175932705402374,5.125778675079346
10,0.10000019520521164,-2.3342511653900146,0.6467784643173218,0.33243170380592346,0.10356937348842621,0.43073832988739014,-0.06950253248214722,0.8045576810836792,0.783319890499115,0.707007884979248,0.26972082257270813,0.9355015754699707,0.9357752203941345,0.8868281245231628,0.09999995678663254,-2.488708019256592,0.6604147553443909,0.3667331635951996,0.11992726475000381,0.4027903079986572,-0.1383618712425232,0.8037326335906982,0.7249341011047363,0.7395281791687012,0.3579789400100708,0.9697489738464355,0.9287010431289673,0.9408881068229675,3.665231227874756,4.455760478973389,8.681276321411133,0.4055788516998291,5.950382232666016,3.604623794555664,4.100111484527588,7.901658058166504,0.40887486934661865,5.679531574249268
11,0.10000019520521164,-2.712233543395996,0.6483559608459473,0.3009755611419678,0.09843514114618301,0.42644593119621277,-0.08028632402420044,0.8360474109649658,0.8051602840423584,0.7112377882003784,0.29152747988700867,0.9374378323554993,0.9341755509376526,0.8926796317100525,0.09999995678663254,-3.1728663444519043,0.6402193903923035,0.2512081265449524,0.10919378697872162,0.3843606114387512,-0.02888929843902588,0.891078770160675,0.7668167948722839,0.760127067565918,0.12475873529911041,0.9399967789649963,0.9409030079841614,0.9156044721603394,3.709794521331787,5.307845115661621,10.518982887268066,0.4009858965873718,6.366664886474609,3.687429666519165,4.873300075531006,9.576278686523438,0.4031013548374176,6.168562889099121
12,0.10000019520521164,-3.1336750984191895,0.6447240710258484,0.2947120666503906,0.09598039090633392,0.40193790197372437,-0.06318295001983643,0.8452925086021423,0.8146031498908997,0.7430156469345093,0.26240530610084534,0.945425808429718,0.9417659640312195,0.8838695883750916,0.09999995678663254,-3.306307554244995,0.657610297203064,0.3130396902561188,0.07937711477279663,0.3834587335586548,-0.15618973970413208,0.8530623316764832,0.8648611903190613,0.7565345168113708,0.3627353012561798,0.966818630695343,0.9837397336959839,0.9289286732673645,3.7665419578552246,6.269302845001221,12.727232933044434,0.39815160632133484,6.9711198806762695,3.743323564529419,5.793294906616211,11.594597816467285,0.39944204688072205,6.665579795837402
13,0.10000019520521164,-3.3992443084716797,0.6499550342559814,0.27861881256103516,0.0952594131231308,0.40726277232170105,-0.0930975079536438,0.8580713868141174,0.8169836401939392,0.7362864017486572,0.31864309310913086,0.9476728439331055,0.9486597776412964,0.8884303569793701,0.09999995678663254,-3.5921618938446045,0.640682578086853,0.33144694566726685,0.07511095702648163,0.39000165462493896,-0.03837907314300537,0.8391473889350891,0.8782546520233154,0.752829372882843,0.12140052765607834,0.982614278793335,0.9829049110412598,0.926011323928833,3.7292027473449707,7.363217353820801,15.365686416625977,0.3965461254119873,7.280243873596191,3.735529899597168,6.79623556137085,14.009129524230957,0.3972562253475189,7.170133590698242
14,0.10000019520521164,-3.7695231437683105,0.6450254321098328,0.2635437846183777,0.08921197801828384,0.40087461471557617,-0.05913513898849487,0.8708212375640869,0.839706301689148,0.7449934482574463,0.2561626434326172,0.9502515196800232,0.9436767101287842,0.8913370966911316,0.09999995678663254,-4.003348350524902,0.6433613300323486,0.259405255317688,0.07505037635564804,0.39948132634162903,-0.049742162227630615,0.8930924534797668,0.8791773319244385,0.7403079271316528,0.21810032427310944,0.9626476168632507,0.971845269203186,0.8787723779678345,3.782287120819092,8.608450889587402,18.553281784057617,0.3956870436668396,7.619036674499512,3.758791923522949,7.990359783172607,16.920690536499023,0.39606624841690063,7.4051618576049805
15,0.10000019520521164,-4.038732528686523,0.6404615640640259,0.2608274519443512,0.08749666810035706,0.3972342312335968,-0.032819390296936035,0.8750389814376831,0.8450887799263,0.7494251728057861,0.19560617208480835,0.9569488763809204,0.949758768081665,0.8871734738349915,0.09999995678663254,-3.652207136154175,0.6502385139465332,0.21069848537445068,0.08547912538051605,0.5216789245605469,-0.09777039289474487,0.9194154739379883,0.8496634364128113,0.5852930545806885,0.3113969564437866,0.9502983093261719,0.9803707003593445,0.9472777247428894,3.8626465797424316,9.942109107971191,20.085529327392578,0.3953095078468323,7.887430667877197,3.825927734375,9.290740966796875,19.759002685546875,0.3954603970050812,7.741774559020996
16,0.10000019520521164,-4.118349552154541,0.6456369161605835,0.25632715225219727,0.0849086344242096,0.3963271677494049,-0.0597420334815979,0.8798172473907471,0.8546782732009888,0.7511480450630188,0.25093239545822144,0.9578731656074524,0.9462843537330627,0.8902779221534729,0.09999995678663254,-4.510413646697998,0.6386330127716064,0.20181289315223694,0.07642887532711029,0.37595152854919434,-0.021849215030670166,0.9224908351898193,0.8753589987754822,0.7720814943313599,0.11819708347320557,1.0117528438568115,0.9965246915817261,0.9185792803764343,3.797327756881714,11.275633811950684,20.085529327392578,0.3951435089111328,8.036449432373047,3.8568930625915527,10.656245231628418,20.085500717163086,0.395194411277771,7.979698181152344
17,0.10000019520521164,-4.252929210662842,0.6436333656311035,0.2366446852684021,0.08237554877996445,0.39868733286857605,-0.054017484188079834,0.8942408561706543,0.8630591630935669,0.7472127676010132,0.24977178871631622,0.9598897695541382,0.9423623085021973,0.8953418731689453,0.09999995678663254,-4.596535682678223,0.6374853253364563,0.19234827160835266,0.07090211659669876,0.3855716586112976,-0.012889206409454346,0.9283017516136169,0.8908374905586243,0.758927047252655,0.10353929549455643,0.9727776050567627,1.0082638263702393,0.8896088600158691,3.816728115081787,12.893644332885742,20.085529327392578,0.3951139748096466,7.997231960296631,3.8024179935455322,12.117829322814941,20.085500717163086,0.39516592025756836,7.989193439483643
18,0.10000019520521164,-4.430142879486084,0.6458203196525574,0.22547544538974762,0.08073636889457703,0.38157618045806885,-0.061320483684539795,0.9027594923973083,0.8692810535430908,0.7674190998077393,0.2510325014591217,0.9591889977455139,0.9476955533027649,0.8908206820487976,0.09999995678663254,-4.5915656089782715,0.6499630212783813,0.17892131209373474,0.11560676991939545,0.37561339139938354,-0.0802232027053833,0.9380671977996826,0.7415244579315186,0.7686530351638794,0.21903736889362335,0.9735633730888367,0.93196040391922,0.8964371085166931,3.787423610687256,14.673746109008789,20.085529327392578,0.3952457308769226,8.388459205627441,3.81950044631958,13.832972526550293,20.085500717163086,0.395189493894577,8.218734741210938
19,0.10000019520521164,-4.493640899658203,0.6409133076667786,0.2253737896680832,0.08044744282960892,0.3829324245452881,-0.03366059064865112,0.9038715362548828,0.8697264790534973,0.7670831084251404,0.19367606937885284,0.9634144902229309,0.9436017274856567,0.8910205960273743,0.09999995678663254,-4.858297824859619,0.6397715210914612,0.18161490559577942,0.06778807938098907,0.36698633432388306,-0.022368907928466797,0.9354951977729797,0.9025782346725464,0.7807576060295105,0.1364477574825287,0.9955726265907288,0.9817858338356018,0.9059494137763977,3.859780788421631,16.342506408691406,20.085529327392578,0.39529138803482056,8.569345474243164,3.836974859237671,15.510870933532715,20.085500717163086,0.3952930271625519,8.488386154174805
20,0.10000019520521164,-4.576389789581299,0.6434187293052673,0.21632355451583862,0.08040560781955719,0.3801608085632324,-0.04826772212982178,0.9101855754852295,0.8704948425292969,0.7701729536056519,0.22766081988811493,0.9646080136299133,0.9495476484298706,0.8939711451530457,0.09999995678663254,-4.849743366241455,0.6438490152359009,0.17438901960849762,0.07292336970567703,0.3816761374473572,-0.04382121562957764,0.9409668445587158,0.8858970999717712,0.7621479630470276,0.19436092674732208,0.9737699031829834,0.9681139588356018,0.886337399482727,3.850896120071411,18.0789852142334,20.085529327392578,0.3952837288379669,8.754210472106934,3.842878580093384,17.192838668823242,20.085500717163086,0.39529725909233093,8.632025718688965
21,0.10000019520521164,-4.607175350189209,0.6408180594444275,0.21304117143154144,0.07748759537935257,0.3872591257095337,-0.03523087501525879,0.9131942987442017,0.8797720670700073,0.7617215514183044,0.20613448321819305,0.9673963785171509,0.9448302388191223,0.8962875008583069,0.09999995678663254,-4.23452091217041,0.6375150680541992,0.2731270492076874,0.067479208111763,0.4256965219974518,-0.0094224214553833,0.8942504525184631,0.9047954082489014,0.7093005180358887,0.085105761885643,0.9241594076156616,0.984377384185791,0.9152859449386597,3.8822035789489746,19.811969757080078,20.085529327392578,0.39532846212387085,8.591065406799316,3.868586540222168,19.028104782104492,20.085500717163086,0.3952494263648987,8.639067649841309
22,0.10000019520521164,-4.748617649078369,0.6428152918815613,0.2015405148267746,0.07834047824144363,0.37586748600006104,-0.04608052968978882,0.9223994612693787,0.8791953325271606,0.7753512859344482,0.22986146807670593,0.9664435386657715,0.9477399587631226,0.894569456577301,0.09999995678663254,-4.677405834197998,0.6493722200393677,0.20270729064941406,0.07129497826099396,0.39736509323120117,-0.08309274911880493,0.9306195378303528,0.8930882215499878,0.7432253360748291,0.20857252180576324,0.9439684748649597,0.9746366739273071,0.9054614901542664,3.862818479537964,20.085529327392578,20.085529327392578,0.3953743278980255,8.83784008026123,3.854238986968994,20.03851318359375,20.085500717163086,0.3953324258327484,8.759907722473145
23,0.10000019520521164,-4.759514808654785,0.6430360674858093,0.1968170404434204,0.0768805742263794,0.3815305531024933,-0.042979419231414795,0.9254150390625,0.8819602727890015,0.7689442038536072,0.21743875741958618,0.9678947329521179,0.947265088558197,0.8966720700263977,0.09999995678663254,-4.3964996337890625,0.638843297958374,0.2694892883300781,0.06564612686634064,0.3754267990589142,-0.020748019218444824,0.8857347965240479,0.9095554351806641,0.7697044610977173,0.13263356685638428,1.0655040740966797,0.9802647233009338,0.9183092713356018,3.863107204437256,20.085529327392578,20.085529327392578,0.395463228225708,8.76085376739502,3.8575146198272705,20.085500717163086,20.085500717163086,0.3954015076160431,8.828208923339844
24,0.10000019520521164,-4.838485240936279,0.6421477198600769,0.19223354756832123,0.07714952528476715,0.37283194065093994,-0.041211485862731934,0.9290862083435059,0.88125079870224,0.7789695858955383,0.21464799344539642,0.9708829522132874,0.9487454295158386,0.897635281085968,0.09999998658895493,-4.925612449645996,0.6398599743843079,0.20100709795951843,0.066907599568367,0.36242416501045227,-0.01948493719100952,0.9324337244033813,0.9061035513877869,0.7841508388519287,0.12872114777565002,1.0049101114273071,1.000486969947815,0.9154273867607117,3.850686550140381,20.085529327392578,20.085529327392578,0.3954647183418274,9.03869915008545,3.861713409423828,20.085500717163086,20.085500717163086,0.3955003321170807,8.889999389648438
25,0.10000019520521164,-4.854349136352539,0.640837550163269,0.18933726847171783,0.07565399259328842,0.37784868478775024,-0.03416818380355835,0.9323894381523132,0.8861594796180725,0.7733481526374817,0.19149234890937805,0.9725862741470337,0.9481635689735413,0.8987731337547302,0.10000008344650269,-4.7144060134887695,0.6386935710906982,0.22634749114513397,0.07228387147188187,0.37888187170028687,-0.01808112859725952,0.920378565788269,0.890183687210083,0.7668290138244629,0.08839494735002518,0.9997899532318115,0.9763543009757996,0.8998244404792786,3.8998961448669434,20.085529327392578,20.085529327392578,0.3955659568309784,8.943501472473145,3.8673205375671387,20.085500717163086,20.085500717163086,0.395502507686615,8.965452194213867
26,0.10000021755695343,-4.9243083000183105,0.6417621970176697,0.18212100863456726,0.0748210996389389,0.3705109655857086,-0.03787881135940552,0.9359186291694641,0.8882949352264404,0.7818247079849243,0.198039248585701,0.9716479182243347,0.9517630934715271,0.8974304795265198,0.09999996423721313,-4.887955665588379,0.64736008644104,0.15604571998119354,0.06566999852657318,0.3961813449859619,-0.08214396238327026,0.9497729539871216,0.9093828201293945,0.7447164058685303,0.2838077247142792,1.011444330215454,0.986431360244751,0.9250955581665039,3.872187376022339,20.085529327392578,20.085529327392578,0.39549994468688965,9.185098648071289,3.882721185684204,20.085500717163086,20.085500717163086,0.39547210931777954,9.062994956970215
