epoch,subset,n,mae_mchirp,mae_q,mae_merger_time,mae_snr,r2_mchirp,r2_q,r2_merger_time,r2_snr,std_ratio_mchirp,std_ratio_q,std_ratio_merger_time,std_ratio_snr
5,full,5000,5.62302,0.17108,0.0227859,1.94169,0.160297,0.0574184,0.729382,-0.0539847,0.726868,0.449316,0.911793,0.367704
5,snr_low,1667,6.59084,0.17673,0.0266725,3.44182,-0.242661,-0.016685,0.627625,-20.3872,0.536804,0.353687,0.864482,0.957118
5,snr_mid,1666,5.33293,0.168818,0.0218721,1.46562,0.289473,0.085795,0.755289,-3.57362,0.691015,0.433481,0.915509,0.824092
5,snr_high,1667,4.94512,0.167691,0.0198127,0.917344,0.418897,0.0995679,0.803732,-1.15209,0.891312,0.529344,0.94199,0.898335
5,mchirp_low,2500,3.51105,0.19981,0.0255828,1.96295,-0.378515,-0.141703,0.663403,-0.0751212,0.84821,0.383968,0.889032,0.339631
5,mchirp_high,2500,7.73499,0.14235,0.019989,1.92043,-2.55798,-0.0233844,0.795539,-0.0331882,0.941228,0.499945,0.931934,0.388106
5,merger_early,2500,5.94239,0.174108,0.0222905,1.92543,0.0736157,0.0537304,-0.0630951,-0.0426536,0.705627,0.434497,1.05967,0.357804
5,merger_late,2500,5.30365,0.168052,0.0232813,1.95795,0.246005,0.0611274,-0.0819613,-0.0651532,0.742611,0.463718,1.25677,0.373134
5,q_low,1667,3.9051,0.231537,0.0230048,1.97739,-0.169872,-7.16497,0.735135,-0.0781609,0.894869,0.956405,0.91549,0.348866
5,q_mid,1666,5.63217,0.0902316,0.0227302,1.91976,0.0772177,-1.76712,0.724904,-0.0310381,0.787712,1.35837,0.913685,0.374548
5,q_high,1667,7.3318,0.191423,0.0226228,1.92791,0.00628366,-10.75,0.727692,-0.0540404,0.700765,1.49653,0.905969,0.376441
5,q_low_mchirp_low,1241,3.37849,0.238238,0.0241103,1.99865,-0.942974,-7.78663,0.713753,-0.0946274,1.03414,0.939162,0.909022,0.3381
5,q_low_mchirp_high,426,5.43917,0.212018,0.0197843,1.91546,-9.74035,-15.3965,0.798704,-0.0299236,1.67281,1.35216,0.935289,0.377223
5,q_high_mchirp_low,544,3.57848,0.254246,0.027971,1.93224,-0.0779693,-16.3606,0.580036,-0.0750391,0.699959,1.26436,0.847334,0.323012
5,q_high_mchirp_high,1123,9.14998,0.16099,0.020032,1.9258,-3.34582,-7.7847,0.795868,-0.0443135,0.961196,1.36801,0.924839,0.393018
10,full,5000,4.39099,0.205157,0.0179403,2.89891,0.45994,-0.427079,0.821378,-0.961582,0.699147,0.39565,0.879075,0.554623
10,snr_low,1667,5.15302,0.203062,0.0216101,4.35458,0.166409,-0.412099,0.725644,-32.098,0.579746,0.360804,0.830478,0.943917
10,snr_mid,1666,3.92328,0.198481,0.0164305,2.85135,0.59474,-0.34429,0.857454,-13.2761,0.697078,0.398643,0.892565,1.01783
10,snr_high,1667,4.09639,0.213925,0.0157795,1.49077,0.605174,-0.527862,0.879597,-3.70662,0.793106,0.410259,0.908295,1.14496
10,mchirp_low,2500,2.3709,0.253393,0.0200785,2.7514,0.306675,-0.844676,0.775648,-0.835609,0.72134,0.350274,0.845329,0.519341
10,mchirp_high,2500,6.41108,0.156921,0.0158022,3.04642,-1.39678,-0.353379,0.867233,-1.0862,0.84863,0.448188,0.911193,0.57829
10,merger_early,2500,4.43198,0.206617,0.0201066,2.87782,0.4482,-0.412588,0.0403841,-0.96334,0.694591,0.391887,1.10141,0.558986
10,merger_late,2500,4.35,0.203697,0.0157741,2.92,0.47149,-0.442413,0.526889,-0.960082,0.703327,0.398872,0.972005,0.549804
10,q_low,1667,2.77034,0.366874,0.0179365,2.88326,0.360597,-17.096,0.828286,-0.939632,0.770307,0.814635,0.871488,0.536099
10,q_mid,1666,4.48005,0.159443,0.0182211,2.93337,0.396267,-6.41101,0.811352,-0.983877,0.738947,1.16954,0.876683,0.556336
10,q_high,1667,5.92263,0.0891277,0.0176636,2.88013,0.340636,-2.12161,0.824181,-0.963191,0.697418,1.30287,0.889175,0.570651
10,q_low_mchirp_low,1241,2.20587,0.378076,0.0184523,2.83872,0.0909519,-18.3466,0.817109,-0.896003,0.805913,0.810464,0.855575,0.526569
10,q_low_mchirp_high,426,4.41473,0.33424,0.016434,3.013,-5.88779,-36.2664,0.86146,-1.06744,1.34796,1.18976,0.918116,0.558937
10,q_high_mchirp_low,544,2.50643,0.118116,0.0223233,2.55581,0.421195,-3.79018,0.715469,-0.712459,0.624328,1.18641,0.822775,0.494389
10,q_high_mchirp_high,1123,7.57749,0.0750852,0.0154063,3.03723,-1.9292,-1.23905,0.874488,-1.07973,0.876553,1.19336,0.917286,0.590941
15,full,5000,2.10059,0.178711,0.019476,1.34553,0.800249,-0.0713263,0.793836,0.465069,0.908214,0.556941,0.813279,0.752438
15,snr_low,1667,3.32278,0.185543,0.0230838,2.03888,0.539242,-0.169949,0.695292,-8.00764,0.803703,0.506634,0.779326,1.56822
15,snr_mid,1666,1.64648,0.17554,0.0185663,1.38571,0.901862,-0.0417141,0.826759,-3.23048,0.895614,0.559751,0.8309,1.47416
15,snr_high,1667,1.33223,0.175046,0.0167774,0.612025,0.948954,-0.00664086,0.857992,0.0411136,0.954468,0.598526,0.826804,0.930159
15,mchirp_low,2500,1.39958,0.214261,0.0209928,1.39093,0.722119,-0.33602,0.758445,0.422917,1.02182,0.485771,0.802972,0.74117
15,mchirp_high,2500,2.80159,0.143161,0.0179592,1.30013,0.125537,-0.098382,0.829305,0.506671,1.04859,0.615728,0.823565,0.7629
15,merger_early,2500,2.14271,0.17669,0.0260155,1.33099,0.789163,-0.0280102,-0.354366,0.462054,0.908265,0.551287,1.04659,0.758375
15,merger_late,2500,2.05846,0.180732,0.0129365,1.36007,0.811199,-0.116691,0.684583,0.467951,0.906793,0.556175,0.851693,0.746249
