epoch,subset,n,mae_mchirp,mae_q,mae_merger_time,mae_snr,r2_mchirp,r2_q,r2_merger_time,r2_snr,std_ratio_mchirp,std_ratio_q,std_ratio_merger_time,std_ratio_snr
5,full,5000,3.32907,0.394596,0.0372993,1.42509,0.636386,-3.49805,0.408639,0.398921,0.739713,0,0.808517,0.685665
5,snr_low,1667,3.96051,0.403114,0.0338622,2.24198,0.468063,-3.68737,0.483693,-9.72878,0.716147,1.05772e-15,0.775086,1.71443
5,snr_mid,1666,2.96047,0.387891,0.0357336,1.36832,0.729346,-3.37889,0.4664,-3.11179,0.747404,2.10449e-15,0.811376,1.29702
5,snr_high,1667,3.06602,0.392779,0.0423013,0.664941,0.703014,-3.44232,0.275368,-0.135616,0.752633,1.04886e-15,0.819125,0.938467
5,mchirp_low,2500,1.87472,0.473904,0.0375045,1.46184,0.51607,-4.67815,0.394848,0.360959,0.909204,0,0.788805,0.69752
5,mchirp_high,2500,4.78342,0.315288,0.0370942,1.38834,-0.604108,-3.49557,0.42231,0.436379,0.870487,0,0.827758,0.671627
5,merger_early,2500,3.54722,0.396394,0.0266251,1.43838,0.594603,-3.45646,-0.313454,0.378085,0.719,0,0.768039,0.693335
5,merger_late,2500,3.11092,0.392798,0.0479736,1.4118,0.677705,-3.54212,-2.30793,0.419178,0.755923,0,1.27064,0.678126
5,q_low,1667,1.99452,0.641778,0.0365477,1.43454,0.604397,-51.5621,0.442997,0.386326,0.906331,2.4844e-15,0.814967,0.697183
5,q_mid,1666,3.25822,0.383456,0.0379218,1.44575,0.62643,-32.8399,0.389355,0.390032,0.794771,6.63675e-15,0.801276,0.684772
5,q_high,1667,4.73443,0.158548,0.0374289,1.395,0.527488,-6.12279,0.392233,0.420157,0.720001,3.46542e-15,0.808375,0.674919
5,q_low_mchirp_low,1241,1.70453,0.662634,0.0370857,1.46679,0.380131,-55.3076,0.434445,0.363893,1.05462,0,0.807017,0.692556
5,q_low_mchirp_high,426,2.83933,0.581019,0.0349806,1.34059,-2.87928,-106.423,0.4677,0.452043,1.64189,3.94246e-15,0.837387,0.707624
5,q_high_mchirp_low,544,2.11272,0.15539,0.0379661,1.43726,0.570802,-5.53139,0.327784,0.354035,0.745204,0,0.757434,0.675006
5,q_high_mchirp_high,1123,6.00443,0.160077,0.0371687,1.37453,-1.0943,-6.45046,0.419765,0.45086,0.87953,0,0.832246,0.672781
10,full,5000,4.87985,0.394596,0.0303645,3.74068,0.304185,-3.49805,0.596949,-2.18353,0.665251,0,0.809561,0.391021
10,snr_low,1667,6.32176,0.403114,0.0298251,5.57458,-0.165757,-3.68737,0.582981,-52.5342,0.524568,1.05772e-15,0.763159,0.873277
