epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_sky_position,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_sky_position,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_sky_position,std_ratio_coa_phase
5,full,5000,1.90271,0.0220881,0.864138,1.41176,1.58578,0.875902,0.75103,0.773692,0.297778,-0.0249392,1.05668,0.924927,0.933523,1.05542,1.44782
5,snr_low,1667,2.529,0.0199701,0.877413,1.45539,1.61999,0.7757,0.769886,-1.09823,0.261077,-0.115601,0.991715,0.932891,1.35601,0.951998,1.52058
5,snr_mid,1666,1.67908,0.0205458,0.992095,1.43286,1.5864,0.917822,0.792129,-1.39107,0.274172,-0.0118899,1.05971,0.940119,1.85742,1.10159,1.44503
5,snr_high,1667,1.49991,0.0257475,0.722984,1.34703,1.55096,0.929869,0.690609,-0.468849,0.357663,0.0452512,1.10828,0.885111,1.29567,1.08159,1.329
5,mchirp_low,2500,1.60019,0.0196424,0.891059,1.49734,1.59802,0.584885,0.79088,0.760501,0.208054,-0.0359382,1.13294,0.925294,0.930035,1.11132,1.43766
5,mchirp_high,2500,2.20522,0.0245339,0.837218,1.32617,1.57355,0.592783,0.710952,0.786705,0.388805,-0.0145429,1.14175,0.914791,0.93686,0.993963,1.44325
5,merger_early,2500,1.85049,0.0265746,0.886529,1.35056,1.57222,0.883126,-0.381217,0.759234,0.349581,-0.0027284,1.06171,1.28841,0.949089,0.924813,1.35673
5,merger_late,2500,1.95493,0.0176017,0.841747,1.47295,1.59935,0.868733,0.38138,0.787768,0.243913,-0.0476429,1.04834,0.861796,0.917846,1.16357,1.46189
5,q_low,1667,1.75601,0.0201827,0.858413,1.51222,1.57143,0.670223,0.791954,0.780051,0.191743,0.00995261,1.19902,0.923731,0.928892,1.12605,1.41314
5,q_mid,1666,1.98799,0.021956,0.852702,1.37704,1.59317,0.843769,0.757866,0.778104,0.330605,-0.0441088,1.12308,0.927709,0.928813,1.04455,1.46173
5,q_high,1667,1.96418,0.0241257,0.881294,1.34599,1.59276,0.902331,0.702099,0.762474,0.370945,-0.0418408,1.03658,0.923066,0.943307,0.990461,1.46842
5,q_low_mchirp_low,1241,1.59652,0.0193141,0.867345,1.55163,1.58415,0.352495,0.807593,0.777329,0.157927,-0.0135178,1.31374,0.918832,0.918998,1.14238,1.42775
5,q_low_mchirp_high,426,2.22062,0.0227131,0.832392,1.39739,1.53436,-1.36346,0.744818,0.788024,0.296306,0.0743691,1.70392,0.937369,0.957218,1.0716,1.3481
5,q_high_mchirp_low,544,1.62543,0.0207348,0.941079,1.43646,1.57418,0.707421,0.739417,0.729211,0.287335,-0.0172977,0.930927,0.930616,0.939455,1.04218,1.43247
5,q_high_mchirp_high,1123,2.12828,0.0257683,0.852333,1.30216,1.60176,0.635226,0.683199,0.777921,0.411918,-0.0540337,1.14049,0.898103,0.944404,0.961728,1.4621
10,full,5000,1.50742,0.0134033,0.9032,1.47477,1.58375,0.914422,0.895754,0.74666,0.245582,-0.0176054,0.963043,0.992123,0.980745,1.02147,1.07322
10,snr_low,1667,2.16304,0.0164009,0.957062,1.59127,1.63144,0.825759,0.825626,-1.61123,0.105406,-0.117142,0.912725,0.98923,1.522,1.05658,1.38192
10,snr_mid,1666,1.31748,0.012348,1.08501,1.45931,1.55928,0.947246,0.920948,-1.82658,0.260796,0.0204256,0.96923,0.992831,1.94502,1.02505,0.958363
10,snr_high,1667,1.04164,0.0114605,0.667642,1.37371,1.56051,0.96672,0.939677,-0.235657,0.369867,0.0360989,1.00378,0.99123,1.25205,0.981594,0.634907
10,mchirp_low,2500,1.28935,0.0147088,0.946517,1.52913,1.59137,0.703516,0.866354,0.719589,0.175873,-0.0317278,1.01712,0.991473,0.995644,0.953864,1.18331
10,mchirp_high,2500,1.7255,0.0120978,0.859884,1.4204,1.57613,0.724916,0.925238,0.773385,0.316286,-0.0041089,1.0449,0.992819,0.965235,1.07358,0.940159
10,merger_early,2500,1.4639,0.0134534,0.906111,1.49275,1.57555,0.920593,0.552039,0.741205,0.231116,-0.00332243,0.975181,1.07207,0.9947,0.996895,1.17125
10,merger_late,2500,1.55095,0.0133532,0.900289,1.45678,1.59195,0.908299,0.61914,0.751953,0.260611,-0.032243,0.950911,1.08092,0.966494,1.04567,0.917415
10,q_low,1667,1.33824,0.0133039,0.903012,1.52014,1.57408,0.792113,0.903379,0.751105,0.188872,0.00260433,1.04779,0.996701,0.971232,1.01766,1.08783
10,q_mid,1666,1.46824,0.0131916,0.89932,1.4518,1.58247,0.905516,0.899523,0.750299,0.262601,-0.0226587,1.00993,0.989876,0.98119,1.02394,1.07823
10,q_high,1667,1.71577,0.0137143,0.907266,1.45235,1.5947,0.919854,0.884067,0.738149,0.285215,-0.0335477,0.95823,0.988996,0.990264,1.02215,1.05179
10,q_low_mchirp_low,1241,1.2645,0.0135937,0.915956,1.55626,1.56559,0.575321,0.896671,0.746142,0.163593,-0.00332041,1.11728,0.995645,0.965872,0.990362,1.12914
10,q_low_mchirp_high,426,1.55304,0.0124598,0.865306,1.41489,1.5988,-0.380072,0.923298,0.765646,0.266686,0.0181058,1.53127,0.998901,0.985111,1.08667,0.959468
10,q_high_mchirp_low,544,1.37344,0.0172826,0.977596,1.51337,1.61186,0.757839,0.797248,0.685809,0.20488,-0.0497849,0.900908,0.97712,1.02956,0.897668,1.25844
10,q_high_mchirp_high,1123,1.8816,0.0119858,0.873197,1.42279,1.58639,0.701365,0.924354,0.762457,0.324584,-0.0258751,1.06294,0.992779,0.971479,1.06659,0.917095
