epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_ra,mae_declination,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_ra,r2_declination,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_ra,std_ratio_declination,std_ratio_coa_phase
10,q_high_mchirp_low,544,1.6875,0.0196191,0.993532,1.56476,0.575494,1.56403,0.658106,0.773454,0.704689,0.0279742,0.00736385,-0.00921228,0.869699,0.945027,0.917424,0,0.263906,2.03088e-07
10,q_high_mchirp_high,1123,2.33868,0.0150153,0.893826,1.57093,0.535625,1.57067,0.576828,0.886685,0.765298,0.0036841,0.13857,-0.00308687,1.15623,0.99115,0.888551,0,0.363711,3.20141e-08
15,full,5000,1.4863,0.0172639,0.985963,1.57749,0.601263,1.56357,0.922685,0.847292,0.712486,-0.0135357,-0.169033,0.00719735,0.966811,0.982889,0.903363,0,0.331159,1.19816e-05
15,snr_low,1667,2.0328,0.0192583,1.20792,1.5734,0.604538,1.53204,0.853312,0.799093,-2.68514,0.0016169,-0.192519,-0.0147378,0.890594,0.922433,1.46217,6.12517e-17,0.25038,2.03425e-05
15,snr_mid,1666,1.32656,0.0165145,1.05543,1.57894,0.580812,1.57646,0.946872,0.866867,-1.65837,-0.0249491,-0.151982,0.0126679,0.985577,1.00685,1.67937,0,0.327853,4.77118e-06
15,snr_high,1667,1.09946,0.0160185,0.694577,1.58014,0.618426,1.58221,0.965185,0.875111,-0.254958,-0.0175534,-0.163298,0.0217729,1.01709,1.01497,1.28114,6.14958e-17,0.390846,6.72076e-07
15,mchirp_low,2500,1.33868,0.0178353,0.98926,1.57361,0.609455,1.56355,0.718796,0.830936,0.70808,0.00643911,-0.21968,0.00383726,0.979746,0.96635,0.912476,0,0.272379,1.65439e-05
15,mchirp_high,2500,1.63393,0.0166925,0.982665,1.58137,0.59307,1.56359,0.758969,0.863667,0.716817,-0.0343402,-0.12002,0.0100363,1.05166,0.998068,0.893552,0,0.379959,3.11784e-06
15,merger_early,2500,1.45978,0.018192,1.0124,1.57257,0.575816,1.56179,0.925132,0.297957,0.693641,0.00285154,-0.0648103,0.0203864,0.970657,1.18296,0.91368,0,0.330135,8.95321e-06
15,merger_late,2500,1.51282,0.0163358,0.959529,1.58242,0.62671,1.56535,0.920253,0.484918,0.730836,-0.0306807,-0.276121,-0.00632463,0.963034,0.951812,0.893221,0,0.319417,1.44052e-05
15,q_low,1667,1.27313,0.0172028,0.993037,1.5615,0.600068,1.57246,0.826187,0.852013,0.711441,0.0143921,-0.167539,0.0155243,1.04173,0.980873,0.905022,6.08156e-17,0.308159,7.5844e-06
15,q_mid,1666,1.45586,0.017648,0.999492,1.60207,0.603677,1.54974,0.91444,0.837026,0.705869,-0.0697497,-0.199125,0.0105223,1.00829,0.985272,0.905484,0,0.341706,8.30697e-06
15,q_high,1667,1.72991,0.0169411,0.965367,1.56892,0.600045,1.5685,0.924423,0.852601,0.720006,0.0116467,-0.142395,-0.00493804,0.962732,0.982312,0.899912,6.12362e-17,0.342351,1.74727e-05
