epoch,subset,n,mae_mchirp,mae_q,mae_merger_time,mae_snr,r2_mchirp,r2_q,r2_merger_time,r2_snr,std_ratio_mchirp,std_ratio_q,std_ratio_merger_time,std_ratio_snr
5,full,5000,2.32046,0.157946,0.021549,1.20166,0.825564,0.20127,0.767762,0.56098,1.01669,0.476937,0.953685,0.952615
5,snr_low,1667,3.20008,0.161604,0.0211567,1.44496,0.663381,0.160709,0.736452,-4.55927,0.940153,0.383339,0.97926,1.85495
5,snr_mid,1666,2.11344,0.1561,0.0198489,1.48505,0.879849,0.217336,0.815934,-3.83545,1.03392,0.494819,0.979726,1.83247
5,snr_high,1667,1.64775,0.156131,0.0236405,0.675147,0.927326,0.22305,0.749907,-0.194335,1.05988,0.535431,0.892572,0.964304
5,mchirp_low,2500,1.93025,0.183656,0.020642,1.30621,0.514129,0.0572755,0.769176,0.485996,0.982237,0.278637,0.950326,0.945762
5,mchirp_high,2500,2.71068,0.132235,0.0224561,1.09712,0.372825,0.0910397,0.766274,0.635026,1.22315,0.638678,0.953555,0.956494
5,merger_early,2500,2.28046,0.158961,0.0248594,1.24754,0.831426,0.211211,-0.227471,0.523668,1.01089,0.45586,1.28214,0.962828
5,merger_late,2500,2.36047,0.15693,0.0182387,1.15578,0.819737,0.190777,0.366016,0.597325,1.02228,0.496007,0.866186,0.942202
5,q_low,1667,1.80023,0.193933,0.0207339,1.22632,0.675176,-4.62766,0.781056,0.547117,1.07738,0.576313,0.950211,0.941368
5,q_mid,1666,2.4469,0.0873824,0.0216565,1.22255,0.781701,-1.53609,0.767847,0.552725,1.06927,1.3671,0.954069,0.953486
5,q_high,1667,2.71434,0.192479,0.0222567,1.15612,0.829272,-11.2606,0.753835,0.583029,1.01856,1.82852,0.956867,0.963401
5,q_low_mchirp_low,1241,1.64945,0.204987,0.0204425,1.27006,0.403976,-5.28565,0.779764,0.52073,1.14269,0.514538,0.9468,0.931917
5,q_low_mchirp_high,426,2.23948,0.161729,0.021583,1.09892,-1.60585,-8.62787,0.784572,0.624418,1.77675,0.998519,0.961052,0.964805
5,q_high_mchirp_low,544,2.27731,0.265945,0.0208845,1.30081,0.551156,-17.3505,0.749118,0.466326,0.800036,1.10909,0.951876,0.951234
5,q_high_mchirp_high,1123,2.92604,0.156891,0.0229215,1.08603,0.341454,-8.041,0.754933,0.637235,1.24021,1.82925,0.949775,0.966641
10,full,5000,1.55504,0.154694,0.0144419,1.29387,0.909137,0.229591,0.878257,0.501817,0.985536,0.469637,0.997607,0.918158
10,snr_low,1667,2.22149,0.156256,0.0166978,1.62777,0.815042,0.199399,0.805525,-5.67152,0.933325,0.454943,0.990461,1.83225
10,snr_mid,1666,1.35406,0.153075,0.013382,1.56144,0.94472,0.245356,0.912896,-4.24622,0.988431,0.493286,1.00816,1.77061
10,snr_high,1667,1.08944,0.15475,0.0132452,0.692549,0.963847,0.24155,0.915207,-0.245,1.02944,0.459171,0.991935,0.954334
10,mchirp_low,2500,1.25688,0.181042,0.015717,1.43785,0.739295,0.0745117,0.844537,0.39829,1.03567,0.267609,0.990633,0.921086
10,mchirp_high,2500,1.85319,0.128346,0.0131667,1.14988,0.677582,0.150601,0.912073,0.604058,1.09242,0.563636,1.0046,0.909374
10,merger_early,2500,1.54738,0.156345,0.0150078,1.28729,0.91275,0.235679,0.450954,0.496778,0.989559,0.465225,1.1524,0.942335
10,merger_late,2500,1.56269,0.153043,0.013876,1.30044,0.905548,0.223124,0.57942,0.506677,0.979784,0.474148,1.02215,0.893748
10,q_low,1667,1.34098,0.18641,0.0145114,1.35286,0.802025,-4.21116,0.873715,0.471098,1.05614,0.602587,0.995307,0.90778
10,q_mid,1666,1.53119,0.0853985,0.0144214,1.29547,0.89664,-1.40271,0.88236,0.501806,1.04003,1.32266,0.995963,0.918942
10,q_high,1667,1.79294,0.192233,0.0143928,1.23327,0.911435,-11.2954,0.878636,0.53249,0.982012,1.75044,1.00151,0.927585
10,q_low_mchirp_low,1241,1.25651,0.190508,0.0149358,1.41066,0.614751,-4.5515,0.861071,0.435142,1.14666,0.473596,0.992934,0.901331
10,q_low_mchirp_high,426,1.58707,0.17447,0.0132749,1.18448,-0.441925,-9.87618,0.911356,0.576429,1.55484,0.967204,1.00094,0.920012
10,q_high_mchirp_low,544,1.3285,0.281356,0.0167945,1.43222,0.774235,-19.2516,0.809953,0.37535,0.892523,1.10252,0.986642,0.939586
10,q_high_mchirp_high,1123,2.01792,0.14906,0.0132294,1.13689,0.656015,-7.08237,0.910373,0.605481,1.10702,1.59557,1.00788,0.917505
15,full,5000,1.36969,0.153087,0.0137718,1.04371,0.923972,0.235101,0.887789,0.666262,0.946535,0.507128,0.955256,0.952174
15,snr_low,1667,1.97905,0.155035,0.0165465,1.22257,0.843385,0.211048,0.808148,-3.03389,0.931488,0.445064,0.94455,1.61856
15,snr_mid,1666,1.19483,0.152287,0.0129372,1.2342,0.95364,0.244284,0.919817,-2.54908,0.943409,0.51976,0.964758,1.90148
15,snr_high,1667,0.935086,0.151937,0.0118311,0.674475,0.971685,0.247574,0.934228,-0.224487,0.963832,0.550417,0.956483,1.16223
15,mchirp_low,2500,1.21854,0.179469,0.0146514,1.07236,0.718292,0.0808165,0.859401,0.648856,1.01564,0.245737,0.949352,0.949646
15,mchirp_high,2500,1.52084,0.126704,0.0128921,1.01506,0.765889,0.157206,0.916256,0.683431,1.00367,0.608924,0.959201,0.954647
15,merger_early,2500,1.34598,0.154936,0.0148164,1.06376,0.932249,0.238017,0.465869,0.647528,0.95217,0.499879,1.10083,0.964818
15,merger_late,2500,1.3934,0.151237,0.0127271,1.02366,0.915767,0.231945,0.638586,0.684498,0.940803,0.514621,1.01346,0.939716
15,q_low,1667,1.33383,0.1757,0.0134099,1.05257,0.816946,-3.7026,0.894965,0.662944,1.02436,0.62157,0.953428,0.943706
15,q_mid,1666,1.29167,0.0899462,0.0139119,1.0466,0.909395,-1.68869,0.8871,0.664683,0.995983,1.42749,0.954319,0.954803
15,q_high,1667,1.48352,0.193576,0.0139935,1.03196,0.932537,-11.794,0.881026,0.670886,0.940893,1.89148,0.958096,0.958448
15,q_low_mchirp_low,1241,1.32184,0.177866,0.0135504,1.06251,0.592557,-3.9403,0.888497,0.66068,1.10963,0.463699,0.95271,0.934934
15,q_low_mchirp_high,426,1.36875,0.169389,0.0130005,1.02363,0.00767328,-9.32088,0.914155,0.669577,1.34916,0.981074,0.956313,0.968944
15,q_high_mchirp_low,544,1.13995,0.296208,0.0166344,1.0546,0.777794,-20.9635,0.804844,0.654644,0.890179,0.980495,0.93899,0.959074
15,q_high_mchirp_high,1123,1.64996,0.143859,0.0127143,1.02099,0.754762,-6.93607,0.916299,0.678422,1.01553,1.7112,0.961992,0.957702
