epoch,subset,n,mae_mchirp,mae_q,mae_merger_time,mae_snr,r2_mchirp,r2_q,r2_merger_time,r2_snr,std_ratio_mchirp,std_ratio_q,std_ratio_merger_time,std_ratio_snr
5,full,5000,15.7623,0.206218,0.0345485,3.03866,-4.02272,-0.424681,0.47413,-1.08903,1.3982,0.433107,0.775743,0.642472
5,snr_low,1667,17.4653,0.225153,0.0366845,4.33144,-5.10124,-0.738435,0.379492,-32.1099,1.0064,0.254163,0.675446,1.15999
5,snr_mid,1666,15.9991,0.202217,0.0336461,2.96679,-3.8627,-0.380064,0.503144,-14.6232,1.38894,0.405094,0.786315,1.21267
5,snr_high,1667,13.8227,0.191281,0.0333144,1.81771,-3.13545,-0.164306,0.538017,-5.67631,1.6741,0.540996,0.854062,1.29827
5,mchirp_low,2500,14.3658,0.243331,0.0359048,2.83304,-18.5664,-0.719499,0.422109,-0.890866,1.58612,0.301254,0.753699,0.625454
5,mchirp_high,2500,17.1588,0.169105,0.0331922,3.24428,-13.9301,-0.55719,0.5262,-1.28497,1.81353,0.410736,0.796729,0.643979
5,merger_early,2500,15.7216,0.208255,0.0224082,3.03328,-4.02221,-0.417281,0.084049,-1.11586,1.39405,0.42399,0.675708,0.63875
5,merger_late,2500,15.8031,0.204181,0.0466888,3.04404,-4.02391,-0.432616,-2.17714,-1.06308,1.40226,0.442445,1.15481,0.645957
5,q_low,1667,14.6281,0.362208,0.0335125,3.00711,-12.242,-16.6799,0.51274,-1.03736,1.58488,0.820309,0.778269,0.638219
5,q_mid,1666,15.8114,0.162201,0.0349705,3.09073,-4.92719,-6.76153,0.458417,-1.12544,1.41348,1.30221,0.776793,0.640505
5,q_high,1667,16.8475,0.0942185,0.0351628,3.01817,-3.22286,-2.47115,0.449874,-1.10651,1.37086,1.46447,0.771042,0.648159
5,q_low_mchirp_low,1241,14.2251,0.363248,0.0340515,2.93486,-27.7747,-17.1023,0.498442,-0.963297,1.95005,0.751231,0.772592,0.62622
5,q_low_mchirp_high,426,15.8019,0.35918,0.0319424,3.21757,-75.4391,-41.2385,0.554751,-1.25432,2.6899,1.0512,0.7952,0.663409
