epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_sky_position,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_sky_position,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_sky_position,std_ratio_coa_phase
5,full,5000,3.91482,0.0512008,2.98692,1.28787,1.56051,0.493345,-0.100901,-0.994609,0.252401,0.0052068,0.648368,0.069711,0.76508,0.32878,0.175887
5,snr_low,1667,5.2324,0.0503011,3.90481,1.28621,1.51554,0.12416,-0.0702506,-27.2623,0.253587,-0.00610301,0.539332,0.0388518,1.72754,0.321304,0.175336
5,snr_mid,1666,3.63978,0.0517373,3.11257,1.27663,1.57206,0.60149,-0.106121,-16.1846,0.257602,0.0130477,0.636635,0.0474572,1.37549,0.328761,0.167512
5,snr_high,1667,2.87211,0.0515643,1.94346,1.30074,1.59392,0.741283,-0.127178,-6.34745,0.246041,0.00768991,0.717979,0.0545439,1.13217,0.33546,0.178167
5,mchirp_low,2500,1.61447,0.0512529,3.25299,1.30366,1.56056,0.632504,-0.0951068,-1.29165,0.234171,0.00180505,0.743191,0.060097,0.789473,0.331915,0.155773
5,mchirp_high,2500,6.21517,0.0511487,2.72086,1.27207,1.56045,-1.40729,-0.10704,-0.701301,0.270843,0.00808603,0.829815,0.0753075,0.723525,0.324006,0.174564
5,merger_early,2500,3.91094,0.0670666,2.99501,1.30015,1.56639,0.485967,-5.69091,-1.03075,0.25203,0.0107948,0.650859,0.142263,0.782641,0.325634,0.177938
5,merger_late,2500,3.91869,0.0353349,2.97884,1.27558,1.55462,0.500581,-1.1902,-0.959579,0.252776,-0.00058237,0.645808,0.135485,0.747573,0.332022,0.173767
5,q_low,1667,2.00255,0.0516178,3.16045,1.29408,1.57169,0.563899,-0.0940738,-1.16991,0.242474,0.0110015,0.72145,0.063598,0.771408,0.33139,0.157583
5,q_mid,1666,4.0811,0.0504855,2.98806,1.28376,1.55022,0.435217,-0.0840637,-0.975376,0.253589,0.00764113,0.684054,0.0698536,0.762283,0.329496,0.179481
5,q_high,1667,5.6609,0.0514986,2.81227,1.28574,1.5596,0.341903,-0.126042,-0.83839,0.261058,-0.00346403,0.658156,0.0737899,0.757675,0.325045,0.188563
5,q_low_mchirp_low,1241,1.33279,0.0514193,3.25557,1.31333,1.5579,0.594367,-0.0792558,-1.27495,0.228971,0.01093,0.834404,0.0597141,0.774346,0.329909,0.147415
5,q_low_mchirp_high,426,3.95368,0.0521961,2.88334,1.23802,1.61185,-5.12446,-0.140172,-0.862206,0.283484,0.0101959,1.28957,0.072647,0.749283,0.335115,0.144917
5,q_high_mchirp_low,544,1.92677,0.051738,3.19586,1.3023,1.57228,0.640932,-0.166626,-1.3113,0.242301,-0.00669578,0.645776,0.0565659,0.774717,0.330972,0.15696
5,q_high_mchirp_high,1123,7.46978,0.0513827,2.62645,1.27772,1.55346,-1.99662,-0.112088,-0.618737,0.27025,-0.00211933,0.868894,0.0777258,0.734505,0.320635,0.187237
10,full,5000,3.27083,0.0495045,1.27759,1.48238,1.5704,0.681911,-0.00743327,0.521818,0.139786,-0.00991149,0.821765,0.0339221,0.707592,0.170597,0.146573
10,snr_low,1667,4.31028,0.0492964,1.94254,1.47688,1.59699,0.401488,-0.00647699,-7.22271,0.121071,-0.0959423,0.766175,0.0232916,1.4976,0.158176,0.180462
10,snr_mid,1666,2.81344,0.0500119,1.23481,1.48104,1.56782,0.803163,-0.00967099,-2.38189,0.143126,0.0186393,0.826737,0.0262904,1.37104,0.170939,0.130134
10,snr_high,1667,2.68849,0.0492056,0.655398,1.48924,1.54639,0.828787,-0.00720845,-0.0963038,0.15506,0.040744,0.852434,0.0309158,0.93577,0.175022,0.103572
10,mchirp_low,2500,1.97991,0.0496527,1.4085,1.46928,1.56997,0.525211,-0.0098103,0.416685,0.111959,-0.0159884,0.80587,0.038342,0.723087,0.151513,0.162186
10,mchirp_high,2500,4.56175,0.0493563,1.14668,1.49548,1.57083,-0.374402,-0.00534159,0.625648,0.167963,-0.00438756,0.996639,0.0236893,0.671634,0.155981,0.12923
10,merger_early,2500,3.28895,0.0540859,1.27377,1.50287,1.56116,0.668365,-3.69355,0.510042,0.135645,0.0067305,0.819148,0.0683654,0.716248,0.168981,0.147567
10,merger_late,2500,3.25271,0.0449231,1.28142,1.4619,1.57964,0.69528,-2.34003,0.533251,0.14408,-0.0269482,0.824259,0.0667625,0.69908,0.172251,0.145562
10,q_low,1667,2.05467,0.0498335,1.34578,1.48078,1.55956,0.612388,-0.00573344,0.471966,0.115579,0.016406,0.849198,0.0362589,0.70846,0.150219,0.142739
10,q_mid,1666,3.37522,0.0493472,1.27134,1.48126,1.56378,0.640383,-0.00331248,0.532845,0.144532,-0.0178174,0.867281,0.034724,0.706799,0.172246,0.145905
10,q_high,1667,4.38266,0.0493327,1.21565,1.48512,1.58785,0.616723,-0.0144675,0.560655,0.159149,-0.0292461,0.828244,0.0302903,0.704082,0.180756,0.150887
10,q_low_mchirp_low,1241,1.60907,0.0498253,1.41181,1.4856,1.56263,0.485234,-0.00379527,0.423533,0.104051,0.00281638,0.898997,0.0369812,0.704411,0.144133,0.150365
10,q_low_mchirp_high,426,3.35277,0.0498575,1.15342,1.46672,1.55064,-3.41706,-0.0131436,0.61385,0.150184,0.0532868,1.43155,0.0272699,0.699185,0.140528,0.118946
10,q_high_mchirp_low,544,2.39244,0.0492598,1.38846,1.45645,1.57292,0.536598,-0.042131,0.406845,0.124769,-0.0156896,0.699633,0.0378282,0.737033,0.15945,0.176992
10,q_high_mchirp_high,1123,5.34676,0.049368,1.13194,1.49901,1.59508,-0.660271,-0.00607967,0.632099,0.175997,-0.0360847,1.01774,0.0219578,0.672533,0.161393,0.136045
15,full,5000,1.3842,0.0493118,0.913215,1.50942,1.56548,0.904437,-0.000644181,0.746038,0.157375,6.50161e-05,0.987718,0.0150803,0.912438,0.691186,1.48473
15,snr_low,1667,2.21517,0.0491902,0.915793,1.61269,1.62555,0.767041,-0.00154399,-1.27073,-0.0247818,-0.109043,0.92135,0.0131293,1.39369,0.616122,1.45734
15,snr_mid,1666,1.10019,0.0498297,0.990544,1.52393,1.54873,0.961924,-0.000538122,-1.45327,0.156778,0.0281737,0.999359,0.0155103,1.83526,0.698221,1.45595
15,snr_high,1667,0.837072,0.0489158,0.833353,1.39163,1.52216,0.978482,-0.000939038,-0.963821,0.339082,0.0723445,1.02962,0.0158457,1.3725,0.675802,1.41186
15,mchirp_low,2500,1.11363,0.0493021,0.914154,1.52209,1.5579,0.781916,9.01024e-05,0.742288,0.102209,0.00760014,0.96426,0.0135451,0.915965,0.628682,1.44696
15,mchirp_high,2500,1.65477,0.0493215,0.912276,1.49674,1.57306,0.629423,-0.00167397,0.749723,0.213307,-0.00790132,1.09994,0.0154749,0.908895,0.707983,1.47783
15,merger_early,2500,1.41,0.0479197,0.92975,1.5227,1.55767,0.89902,-2.89633,0.733831,0.16048,0.0185902,0.986448,0.0303399,0.919549,0.685251,1.47658
15,merger_late,2500,1.35841,0.0507039,0.896679,1.49613,1.5733,0.909788,-3.03303,0.757916,0.154135,-0.0188865,0.988951,0.0297283,0.905452,0.697284,1.4924
15,q_low,1667,1.21145,0.0494746,0.900296,1.54758,1.5495,0.839071,-0.000364505,0.758709,0.0965495,0.0364314,1.04438,0.0126215,0.902439,0.698555,1.46276
15,q_mid,1666,1.34596,0.0494441,0.913674,1.48532,1.58886,0.890541,-0.0028105,0.747777,0.175189,-0.0385759,1.04119,0.014683,0.916398,0.697697,1.49961
15,q_high,1667,1.59517,0.0490167,0.925675,1.49533,1.5581,0.896195,9.00338e-05,0.731115,0.200314,0.00099334,0.985295,0.0154041,0.918312,0.675631,1.48456
15,q_low_mchirp_low,1241,1.11352,0.0494747,0.894577,1.56016,1.54597,0.706195,-0.000870134,0.759898,0.0829595,0.029023,1.08112,0.0128724,0.893506,0.65759,1.43293
15,q_low_mchirp_high,426,1.49675,0.0494744,0.916957,1.51093,1.55975,-0.300913,-0.000452262,0.755228,0.137583,0.0561028,1.52883,0.0118496,0.928102,0.772015,1.42448
