epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_sky_position,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_sky_position,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_sky_position,std_ratio_coa_phase
5,full,5000,4.74276,0.0634505,2.63725,1.32373,1.56499,0.29606,-0.729451,-0.955667,0.347385,-0.00499175,0.733299,0.534389,0.390003,0.757472,0.151911
5,snr_low,1667,6.25901,0.060855,4.7283,1.41995,1.51596,-0.178519,-0.671321,-38.7314,0.226871,-0.0119787,0.488393,0.554079,1.06369,0.657149,0.176933
5,snr_mid,1666,4.55069,0.0635359,2.27594,1.30783,1.58237,0.405418,-0.699804,-9.31014,0.366758,-0.00640712,0.670049,0.542053,1.15067,0.768484,0.136765
5,snr_high,1667,3.41846,0.0659608,0.907286,1.24339,1.59664,0.646215,-0.818813,-1.09495,0.447996,0.00264883,0.897464,0.494313,1.18094,0.821473,0.136711
5,mchirp_low,2500,2.4659,0.0629245,2.83231,1.31777,1.56764,0.238408,-0.747469,-1.21255,0.325392,-0.0085487,0.817544,0.507735,0.375704,0.655523,0.163276
5,mchirp_high,2500,7.01962,0.0639766,2.44218,1.32968,1.56234,-2.20383,-0.711869,-0.702029,0.369657,-0.00196372,1.12056,0.558142,0.362066,0.847914,0.137364
5,merger_early,2500,4.85435,0.0925545,2.6304,1.32771,1.56909,0.256843,-11.0644,-0.976856,0.339399,0.00153426,0.702351,1.0566,0.388164,0.72182,0.14887
5,merger_late,2500,4.63117,0.0343466,2.64409,1.31975,1.56089,0.334793,-0.988948,-0.935214,0.355678,-0.0117363,0.761222,0.520463,0.391623,0.792746,0.152702
5,q_low,1667,2.96616,0.0626989,2.72188,1.32246,1.57479,0.197717,-0.687073,-1.0681,0.336166,0.00469018,0.865544,0.524173,0.36623,0.709138,0.160269
5,q_mid,1666,4.79486,0.0628002,2.64869,1.30921,1.55763,0.222327,-0.718283,-0.948151,0.356116,-0.0119709,0.794882,0.531665,0.399632,0.767012,0.147445
5,q_high,1667,6.46729,0.0648521,2.54118,1.33949,1.56255,0.127496,-0.785926,-0.851276,0.349887,-0.0082863,0.729287,0.547211,0.398741,0.793703,0.146915
5,q_low_mchirp_low,1241,2.35872,0.0618685,2.79025,1.33355,1.56083,-0.0788609,-0.655829,-1.14878,0.325953,0.00469858,1.00527,0.511413,0.357564,0.668622,0.158581
5,q_low_mchirp_high,426,4.73572,0.0651181,2.52272,1.29016,1.61546,-8.05334,-0.783278,-0.831738,0.36703,0.00365537,1.97572,0.560578,0.358124,0.823392,0.160038
5,q_high_mchirp_low,544,2.64352,0.0657129,2.83549,1.31025,1.59784,0.368124,-0.92032,-1.28938,0.325851,-0.0245018,0.661226,0.516032,0.38704,0.625545,0.171704
5,q_high_mchirp_high,1123,8.31958,0.064435,2.39861,1.35366,1.54546,-2.92085,-0.730873,-0.647791,0.361666,-0.000618442,1.15412,0.557645,0.357402,0.863456,0.131969
10,full,5000,3.77421,0.0213664,2.75333,1.27994,1.57075,0.548946,0.76259,-0.896333,0.366022,-0.0104397,0.75066,0.887041,0.507586,0.447612,0.179341
10,snr_low,1667,4.97552,0.0257564,4.35005,1.31909,1.51987,0.205938,0.654133,-32.6511,0.294006,-0.0146621,0.6483,0.858553,1.28028,0.390554,0.175502
10,snr_mid,1666,3.39915,0.0198841,2.79398,1.28632,1.58183,0.669588,0.79306,-12.8653,0.366664,-0.00373333,0.745709,0.89816,0.991168,0.442578,0.168814
10,snr_high,1667,2.94773,0.0184578,1.11598,1.23442,1.61055,0.757919,0.839006,-1.86839,0.436979,-0.013347,0.821332,0.902622,0.9051,0.482594,0.191834
10,mchirp_low,2500,2.08326,0.0232474,2.8267,1.31133,1.57115,0.438533,0.710706,-1.02055,0.327501,-0.0115956,0.846417,0.861896,0.478657,0.358862,0.192135
10,mchirp_high,2500,5.46516,0.0194854,2.67996,1.24855,1.57035,-1.01165,0.814607,-0.773765,0.405073,-0.00979481,0.897541,0.911554,0.533488,0.520846,0.160115
10,merger_early,2500,3.89436,0.0189199,2.75596,1.35536,1.58317,0.520718,0.198062,-0.931943,0.324177,-0.0173104,0.746615,0.916547,0.503992,0.36599,0.177312
10,merger_late,2500,3.65406,0.0238128,2.7507,1.20453,1.55832,0.576833,-0.0713476,-0.861809,0.409515,-0.00355545,0.753675,1.21335,0.510989,0.516811,0.181391
10,q_low,1667,2.26004,0.0206863,2.83077,1.29543,1.59049,0.497674,0.784336,-0.988837,0.350623,-0.00850447,0.902833,0.888594,0.49115,0.403745,0.18348
10,q_mid,1666,3.70242,0.0224322,2.756,1.25386,1.57436,0.531051,0.735418,-0.873966,0.384687,-0.023945,0.803954,0.880979,0.518535,0.456073,0.176084
10,q_high,1667,5.36012,0.0209812,2.67322,1.29051,1.5474,0.420018,0.767387,-0.827308,0.362875,0.00063784,0.733628,0.891407,0.512459,0.479583,0.177178
10,q_low_mchirp_low,1241,1.88246,0.02104,2.85343,1.31266,1.57867,0.265367,0.774184,-1.02596,0.337241,-0.0104782,0.993646,0.881985,0.478169,0.372376,0.191528
10,q_low_mchirp_high,426,3.35996,0.0196561,2.76478,1.24525,1.62492,-4.27494,0.814372,-0.880077,0.39144,-0.00402758,1.61822,0.908546,0.526241,0.487791,0.153209
10,q_high_mchirp_low,544,2.44732,0.0250722,2.74388,1.33437,1.55725,0.458005,0.648687,-1.0135,0.297177,0.0100175,0.678102,0.831397,0.450293,0.325014,0.200708
10,q_high_mchirp_high,1123,6.77114,0.0189995,2.63899,1.26927,1.54263,-1.56556,0.822131,-0.740857,0.395071,-0.00415941,0.92432,0.917333,0.538169,0.537534,0.160578
15,full,5000,1.96221,0.016762,2.66492,1.36256,1.57235,0.857802,0.840911,-0.706833,0.32632,-0.0138993,0.846904,0.909986,0.59306,0.818417,0.288849
15,snr_low,1667,2.79157,0.0201199,3.99493,1.41932,1.52973,0.718384,0.756854,-27.6847,0.274216,-0.025355,0.770378,0.871734,1.34576,0.816473,0.331793
15,snr_mid,1666,1.75377,0.0156692,2.72411,1.36009,1.58374,0.903163,0.867169,-12.131,0.335645,-0.0067801,0.853241,0.917043,1.05769,0.823186,0.2895
15,snr_high,1667,1.34118,0.0144962,1.27576,1.30826,1.60359,0.946669,0.897494,-2.48786,0.368867,-0.0105737,0.904928,0.938349,0.953025,0.813321,0.230426
15,mchirp_low,2500,1.67796,0.0193336,2.70585,1.43993,1.57325,0.59506,0.786753,-0.766613,0.264953,-0.024657,0.844604,0.887747,0.596415,0.806101,0.29128
15,mchirp_high,2500,2.24647,0.0141903,2.62399,1.28518,1.57145,0.493707,0.895233,-0.64791,0.388561,-0.00373672,0.993294,0.928666,0.589504,0.829317,0.285556
15,merger_early,2500,1.96445,0.0179123,2.67436,1.46598,1.59507,0.855644,0.225662,-0.741209,0.289083,-0.0262762,0.859614,1.01521,0.596742,0.721421,0.292335
15,merger_late,2500,1.95998,0.0156117,2.65548,1.25913,1.54963,0.859919,0.503542,-0.67349,0.365023,-0.00141368,0.834026,1.06818,0.589464,0.904453,0.284815
15,q_low,1667,1.61959,0.0164511,2.72284,1.38407,1.57418,0.748946,0.854187,-0.767093,0.30007,0.00139334,0.913865,0.917136,0.590288,0.818237,0.294368
15,q_mid,1666,1.81631,0.0173187,2.67601,1.33389,1.57282,0.859035,0.823254,-0.701101,0.354263,-0.0263809,0.892911,0.901241,0.594015,0.816616,0.292421
15,q_high,1667,2.45066,0.0165164,2.59592,1.3697,1.57006,0.834709,0.844895,-0.653336,0.324817,-0.0174555,0.844057,0.911103,0.595076,0.820092,0.278774
15,q_low_mchirp_low,1241,1.64034,0.0172295,2.73503,1.41051,1.56308,0.450397,0.838622,-0.779133,0.28574,-0.00726108,0.946278,0.910011,0.594541,0.812067,0.302067
15,q_low_mchirp_high,426,1.55916,0.0141834,2.68734,1.30704,1.60649,-0.422137,0.900539,-0.731824,0.343767,0.0245024,1.49842,0.938719,0.577371,0.8362,0.271516
15,q_high_mchirp_low,544,1.8016,0.0220895,2.61607,1.52049,1.58229,0.624912,0.723746,-0.753482,0.206815,-0.0208202,0.715428,0.848484,0.57015,0.793425,0.277849
15,q_high_mchirp_high,1123,2.76507,0.0138168,2.58615,1.29665,1.56413,0.342557,0.901144,-0.606855,0.382645,-0.0160492,1.02319,0.931191,0.606149,0.831563,0.279139
20,full,5000,1.5216,0.0141145,0.91826,1.29807,1.56539,0.906228,0.888007,0.745404,0.374668,0.000632139,0.909939,0.951502,0.917761,0.72468,0.682116
