epoch,subset,n,mae_mchirp,mae_q,mae_merger_time,mae_snr,r2_mchirp,r2_q,r2_merger_time,r2_snr,std_ratio_mchirp,std_ratio_q,std_ratio_merger_time,std_ratio_snr
5,full,5000,10.1144,0.280042,0.0266342,7.45283,-1.33184,-1.64196,0.661013,-9.85871,0.551216,0.10369,0.771856,0.641384
5,snr_low,1667,11.9552,0.293437,0.0262945,8.81344,-2.317,-1.87334,0.66426,-131.647,0.334666,0.0562377,0.688735,1.18491
5,snr_mid,1666,10.0016,0.275743,0.0249105,7.38589,-1.15327,-1.5818,0.700413,-89.0787,0.472447,0.0862743,0.770924,1.28071
5,snr_high,1667,8.38624,0.270942,0.0286966,6.15912,-0.554191,-1.48129,0.617667,-63.2606,0.670329,0.137234,0.827227,1.38656
5,mchirp_low,2500,6.54324,0.359012,0.0296573,7.53497,-3.03462,-2.57341,0.588493,-10.1335,0.581985,0.109397,0.727736,0.67187
5,mchirp_high,2500,13.6855,0.201072,0.0236111,7.37069,-8.76459,-1.23819,0.733717,-9.58812,0.848806,0.114912,0.811066,0.608402
5,merger_early,2500,10.0555,0.281953,0.0191887,7.49646,-1.31973,-1.62834,0.232023,-10.1127,0.556232,0.101044,0.843155,0.654392
5,merger_late,2500,10.1732,0.27813,0.0340797,7.4092,-1.34415,-1.65656,-0.882132,-9.6122,0.546241,0.106374,1.15064,0.628266
10,full,5000,4.83659,0.242457,0.0161871,1.17125,0.32986,-0.958015,0.853813,0.57935,0.699878,0.406396,0.904273,1.03316
10,snr_low,1667,6.52217,0.260265,0.0204801,0.959146,-0.213238,-1.20495,0.764559,-1.42303,0.510784,0.261883,0.833385,1.56299
10,snr_mid,1666,4.55577,0.246546,0.0152514,1.32629,0.475742,-1.00748,0.87628,-3.44212,0.663026,0.382906,0.918769,2.06478
10,snr_high,1667,3.43164,0.220562,0.0128294,1.2284,0.708663,-0.671352,0.919386,-3.17609,0.823037,0.498008,0.955969,1.82454
10,mchirp_low,2500,2.65169,0.218338,0.0180958,1.28043,0.209734,-0.639335,0.813281,0.497705,0.743053,0.255932,0.872536,1.02886
10,mchirp_high,2500,7.02148,0.266575,0.0142785,1.06206,-2.01338,-2.36211,0.894461,0.659979,0.913822,0.549905,0.935142,1.02829
10,merger_early,2500,4.92605,0.243908,0.0171201,1.18774,0.300976,-0.95088,0.337378,0.555683,0.698715,0.384338,1.04447,1.04655
10,merger_late,2500,4.74713,0.241006,0.0152542,1.15475,0.358368,-0.965753,0.498091,0.602389,0.700486,0.427875,1.03547,1.01993
15,full,5000,8.38197,0.216957,0.0303028,1.35621,-0.605949,-0.597465,0.573066,0.449626,1.2364,0.452391,0.85755,1.04511
15,snr_low,1667,10.3715,0.233951,0.035184,0.997445,-1.36691,-0.881666,0.406675,-1.56498,0.967283,0.381068,0.756156,1.41539
15,snr_mid,1666,8.1986,0.211542,0.0286488,1.56166,-0.415622,-0.510826,0.623277,-4.78151,1.22348,0.451434,0.872371,2.06739
15,snr_high,1667,6.57571,0.205376,0.0270746,1.50965,-0.0607251,-0.408341,0.686737,-5.08651,1.42505,0.500956,0.928348,2.12893
15,mchirp_low,2500,7.72094,0.258667,0.0319079,1.52688,-5.77017,-0.963688,0.513278,0.315474,1.49797,0.398926,0.840698,1.03256
15,mchirp_high,2500,9.043,0.175248,0.0286977,1.18554,-3.48526,-0.685861,0.632962,0.58212,1.49974,0.454726,0.87311,1.04362
15,merger_early,2500,8.3099,0.220226,0.0214975,1.3772,-0.578348,-0.604677,0.148985,0.424608,1.22935,0.430712,0.69865,1.05287
15,merger_late,2500,8.45404,0.213689,0.0391081,1.33522,-0.633493,-0.590175,-1.47904,0.473967,1.24315,0.473853,1.24526,1.03739
20,full,5000,2.13051,0.196651,0.0183299,1.08373,0.832162,-0.418284,0.809426,0.635907,0.890258,0.796769,0.907501,1.01409
20,snr_low,1667,3.21213,0.20161,0.0230157,0.869307,0.664633,-0.432776,0.696606,-1.03718,0.744807,0.706963,0.821566,1.48647
20,snr_mid,1666,1.88648,0.193943,0.0169947,1.22795,0.878558,-0.386707,0.839734,-2.77479,0.895902,0.802205,0.923929,2.01666
20,snr_high,1667,1.29278,0.194397,0.0149784,1.15402,0.947558,-0.439213,0.890377,-2.74447,1.0015,0.871544,0.966376,1.81764
20,mchirp_low,2500,2.27504,0.221,0.0209249,1.15306,0.0756795,-0.625826,0.752236,0.584262,0.950698,0.507212,0.889323,1.00833
