epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_sky_position,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_sky_position,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_sky_position,std_ratio_coa_phase
25,q_low_mchirp_low,1241,1.02459,0.0494977,1.09162,1.63399,1.57387,0.732594,0.00244876,0.645344,-0.143616,-0.00692286,1.08137,0.0187573,0.915833,1.18468,0.186236
25,q_low_mchirp_high,426,1.36776,0.0496097,1.10993,1.4942,1.63335,-0.483793,-0.00347992,0.642338,-0.0785171,-0.032106,1.58498,0.014349,0.917327,1.27721,0.223466
25,q_high_mchirp_low,544,1.48818,0.0486096,1.20013,1.59307,1.57149,0.769988,-0.0126507,0.547908,-0.0719566,-0.0110008,0.839032,0.0247539,0.953502,1.07948,0.203753
25,q_high_mchirp_high,1123,1.9887,0.0492732,1.1427,1.45287,1.5672,0.541814,-0.000547549,0.610368,0.0405772,-0.0047673,1.20996,0.0221508,0.918213,1.17622,0.193384
30,full,5000,1.37995,0.0492976,0.926494,1.47149,1.56924,0.916731,0.000439704,0.735172,0.0304898,0.000975951,0.995256,0.0210701,0.980276,1.02981,0.914877
30,snr_low,1667,2.09032,0.049164,0.896769,1.56035,1.5813,0.817768,-0.000159191,-1.24592,-0.123971,-0.0602837,0.936658,0.0200991,1.56207,0.705201,1.00237
30,snr_mid,1666,1.18708,0.0498071,1.02288,1.5229,1.5791,0.951709,0.000212317,-1.66352,-0.0360012,0.00932894,1.00246,0.0203002,1.92057,1.10012,0.897225
30,snr_high,1667,0.862342,0.0489221,0.859891,1.33126,1.54732,0.976874,0.000184494,-1.06014,0.249995,0.0488096,1.0418,0.0222396,1.52172,1.11668,0.842835
30,mchirp_low,2500,1.2605,0.0492993,0.930693,1.49662,1.55122,0.695924,0.00103458,0.728911,0.00737173,0.013668,1.01543,0.0215918,0.996554,0.950087,0.896954
30,mchirp_high,2500,1.49941,0.0492959,0.922294,1.44636,1.58725,0.741087,-0.000449813,0.741337,0.0538762,-0.0121026,1.07575,0.020247,0.963806,1.0591,0.932528
30,merger_early,2500,1.40144,0.0488222,0.950608,1.47958,1.58591,0.913746,-3.00765,0.722834,0.0405506,-0.00696473,0.998099,0.0424931,0.985212,1.01314,0.897833
30,merger_late,2500,1.35846,0.0497731,0.902379,1.46341,1.55256,0.919674,-2.92068,0.747178,0.0200169,0.00894988,0.992434,0.0414277,0.975391,1.04677,0.931938
30,q_low,1667,1.32304,0.049446,0.898521,1.50392,1.5483,0.806137,0.00170116,0.751598,-0.0227397,0.0398005,1.06931,0.0180558,0.976755,1.04707,0.918363
30,q_mid,1666,1.35376,0.0493995,0.924896,1.45368,1.58774,0.902208,-0.00154935,0.735849,0.0445559,-0.0229131,1.03129,0.0199605,0.984862,1.04297,0.903455
30,q_high,1667,1.46304,0.0490475,0.956063,1.45687,1.57169,0.92366,-5.156e-06,0.717511,0.0695539,-0.0152418,0.994336,0.0232705,0.979615,0.995056,0.9219
30,q_low_mchirp_low,1241,1.26146,0.0494442,0.904024,1.51702,1.53451,0.596275,0.00149223,0.749625,-0.0155426,0.0444582,1.13622,0.0188374,0.976834,0.995404,0.912109
30,q_low_mchirp_high,426,1.50243,0.0494512,0.882487,1.46576,1.58845,-0.235763,0.000728751,0.757377,-0.0470363,0.0258414,1.4293,0.0147419,0.976521,1.14764,0.935976
30,q_high_mchirp_low,544,1.33677,0.0485558,1.00025,1.47795,1.53371,0.708647,-0.00930881,0.679442,0.0524588,0.0238379,0.885123,0.0256427,1.00755,0.847317,0.86857
30,q_high_mchirp_high,1123,1.52421,0.0492856,0.93466,1.44665,1.59008,0.735829,-0.000182714,0.735189,0.0779308,-0.0345093,1.09688,0.0215053,0.965209,1.01379,0.946513
35,full,5000,1.34786,0.0492974,0.971469,1.41449,1.56424,0.912518,0.000561269,0.711155,0.134813,-0.0018949,0.98155,0.0258314,0.969447,0.867144,0.525244
35,snr_low,1667,2.12872,0.049169,0.822617,1.49874,1.52888,0.7929,-0.00042826,-0.852342,-0.00704,-0.0269223,0.931149,0.0268579,1.4461,0.528966,0.590451
35,snr_mid,1666,1.12351,0.0497984,1.07468,1.46319,1.58924,0.958513,0.00081973,-1.90399,0.0855977,-0.0187508,0.986096,0.0245129,1.91313,0.914568,0.525428
35,snr_high,1667,0.791218,0.0489252,1.01717,1.28157,1.57461,0.98128,0.000202772,-1.83179,0.324651,0.0375343,1.02076,0.0230989,1.60363,0.969363,0.456995
35,mchirp_low,2500,1.18314,0.0492942,0.991348,1.39697,1.56026,0.755106,0.00140965,0.694673,0.122485,-0.00274241,1.00321,0.0272365,0.973076,0.795212,0.503748
35,mchirp_high,2500,1.51258,0.0493007,0.951589,1.43201,1.56822,0.686148,-0.000582713,0.727416,0.147254,-0.00155151,1.07715,0.0234862,0.964018,0.893897,0.545362
35,merger_early,2500,1.35943,0.0488302,0.996866,1.43588,1.59099,0.9104,-3.00963,0.696639,0.130737,-0.0151175,0.98398,0.0519445,0.973982,0.857613,0.519117
35,merger_late,2500,1.33629,0.0497646,0.946071,1.3931,1.53749,0.914602,-2.91789,0.725283,0.139037,0.0114524,0.979121,0.0509345,0.964953,0.876939,0.53141
35,q_low,1667,1.22201,0.0494438,0.947248,1.42452,1.57366,0.832649,0.00192389,0.728669,0.0924043,0.00163643,1.05394,0.0228718,0.958918,0.8809,0.502868
35,q_mid,1666,1.30239,0.0493993,0.96122,1.41415,1.55296,0.897622,-0.00151638,0.716997,0.131758,0.000552675,1.01841,0.0244686,0.97541,0.885422,0.528486
35,q_high,1667,1.51915,0.0490493,1.00593,1.4048,1.56609,0.91103,0.000102176,0.68708,0.180016,-0.00827407,0.983283,0.0282309,0.974389,0.83102,0.543973
35,q_low_mchirp_low,1241,1.1716,0.049443,0.953109,1.41784,1.56411,0.677432,0.00176678,0.725447,0.107635,-0.00399278,1.12243,0.0241541,0.953644,0.827287,0.497694
35,q_low_mchirp_high,426,1.36887,0.0494462,0.930173,1.44399,1.6015,-0.239437,0.000796742,0.738108,0.0431357,0.0163131,1.4452,0.0183949,0.973264,0.990302,0.516132
