epoch,loss,mae_coa_phase,mae_declination,mae_mchirp,mae_merger_time,mae_ra,mae_snr,r2_coa_phase,r2_declination,r2_mchirp,r2_merger_time,r2_ra,r2_snr,std_ratio_coa_phase,std_ratio_declination,std_ratio_mchirp,std_ratio_merger_time,std_ratio_ra,std_ratio_snr,val_loss,val_mae_coa_phase,val_mae_declination,val_mae_mchirp,val_mae_merger_time,val_mae_ra,val_mae_snr,val_r2_coa_phase,val_r2_declination,val_r2_mchirp,val_r2_merger_time,val_r2_ra,val_r2_snr,val_std_ratio_coa_phase,val_std_ratio_declination,val_std_ratio_mchirp,val_std_ratio_merger_time,val_std_ratio_ra,val_std_ratio_snr,val_weight_coa_phase,val_weight_declination,val_weight_mchirp,val_weight_merger_time,val_weight_ra,val_weight_snr,weight_coa_phase,weight_declination,weight_mchirp,weight_merger_time,weight_ra,weight_snr
0,0.5556376576423645,0.6437104344367981,0.1809108704328537,0.5867562294006348,0.20553728938102722,0.6414013504981995,0.536723256111145,-0.04400354623794556,-0.0009621381759643555,0.4105982780456543,0.27003729343414307,-0.028568625450134277,0.5379791259765625,0.20386341214179993,0.178424671292305,0.6033682227134705,0.35791146755218506,0.17173586785793304,0.7658413052558899,1.0515034198760986,0.6476459503173828,0.18314948678016663,1.2994861602783203,0.23550018668174744,0.7180058360099792,0.6790181398391724,-0.08012527227401733,-0.06785976886749268,-1.0060269832611084,0.01263350248336792,-0.45294928550720215,0.298328697681427,0.1189468652009964,0.17715808749198914,0.4711838960647583,0.5238431096076965,0.4911605417728424,0.5716703534126282,1.2152365446090698,1.216541051864624,1.2379262447357178,1.2181588411331177,1.2137376070022583,1.2309913635253906,1.105430245399475,1.105338454246521,1.111556887626648,1.1057649850845337,1.104530930519104,1.110649585723877
1,-0.7465915083885193,0.636803388595581,0.17427389323711395,0.3689855933189392,0.11022328585386276,0.6368457078933716,0.39848095178604126,-0.014787137508392334,0.0810462236404419,0.7484085559844971,0.7558256387710571,-0.007275521755218506,0.7471411228179932,0.15892598032951355,0.25441664457321167,0.8387143015861511,0.7899346947669983,0.1246279701590538,0.8706236481666565,0.26800042390823364,0.6747934222221375,0.17678791284561157,0.7848290205001831,0.12120141834020615,0.6476247906684875,1.2394680976867676,-0.258104145526886,0.03992652893066406,0.1860893964767456,0.7155603170394897,-0.09477943181991577,-0.9232642650604248,0.5083721876144409,0.27456939220428467,0.6983702778816223,0.7422460317611694,0.12323056906461716,0.5808179974555969,1.4635199308395386,1.4793365001678467,1.5333060026168823,1.4855958223342896,1.4617654085159302,1.5109663009643555,1.3375855684280396,1.3443821668624878,1.3825302124023438,1.3483093976974487,1.3356311321258545,1.3681374788284302
2,-1.793514370918274,0.6323547959327698,0.17107397317886353,0.30785101652145386,0.09927348047494888,0.6344831585884094,0.3712495267391205,0.0037976503372192383,0.11350232362747192,0.8225303292274475,0.7987269163131714,0.00047206878662109375,0.7809320092201233,0.12525120377540588,0.3231555223464966,0.8941611051559448,0.8751860857009888,0.1251520812511444,0.8884170651435852,-1.909542441368103,0.6948363780975342,0.17617161571979523,0.4232683777809143,0.13217833638191223,0.65630042552948,0.4110136926174164,-0.38208240270614624,0.05090200901031494,0.7102806568145752,0.6628121733665466,-0.1499224305152893,0.7321599721908569,0.5974306464195251,0.3110314905643463,0.9451585412025452,0.8691655993461609,0.31446370482444763,0.8029030561447144,1.7466440200805664,1.7979005575180054,1.887730360031128,1.809570550918579,1.7433850765228271,1.8423311710357666,1.6033234596252441,1.6343472003936768,1.7066231966018677,1.6431939601898193,1.600722312927246,1.6735025644302368
3,-2.779609203338623,0.6288405656814575,0.17013227939605713,0.2633689045906067,0.09213337302207947,0.6307737827301025,0.3504325747489929,0.011807382106781006,0.12117940187454224,0.8699508905410767,0.8268354535102844,0.011056751012802124,0.804655909538269,0.1494627445936203,0.3552558720111847,0.9207654595375061,0.8943744897842407,0.14043276011943817,0.9019230008125305,-2.9186618328094482,0.6469338536262512,0.1905725598335266,0.3366714119911194,0.08935554325580597,0.6577525734901428,0.42272621393203735,-0.06433779001235962,-0.13656461238861084,0.7865307927131653,0.8255201578140259,-0.11529552936553955,0.7133229374885559,0.22226764261722565,0.3132758140563965,0.8889942765235901,0.8793157935142517,0.1360594630241394,1.010724663734436,2.0600638389587402,2.1833293437957764,2.318390369415283,2.2029366493225098,2.0557024478912354,2.237569570541382,1.902324914932251,1.9854837656021118,2.0994839668273926,2.000992774963379,1.8985981941223145,2.0362627506256104
4,-3.7024595737457275,0.623103678226471,0.169646754860878,0.2502811849117279,0.09003996104001999,0.6251430511474609,0.32772812247276306,0.027043670415878296,0.12608075141906738,0.8878688812255859,0.8365335464477539,0.022623419761657715,0.8280119895935059,0.168147012591362,0.36137932538986206,0.9381226301193237,0.9061601758003235,0.1743958741426468,0.9147781133651733,-1.596754550933838,0.649843692779541,0.24774375557899475,0.6592527627944946,0.15093663334846497,0.795254111289978,0.9301808476448059,-0.09162449836730957,-0.9047528505325317,0.3631720542907715,0.5890060663223267,-0.9952864050865173,-0.24200868606567383,0.25644445419311523,0.3040364980697632,0.7539542317390442,0.7764132022857666,0.1255832463502884,0.5308544635772705,2.398529291152954,2.6490724086761475,2.8334977626800537,2.6802237033843994,2.392087459564209,2.710508108139038,2.2291831970214844,2.4100325107574463,2.5709993839263916,2.4350812435150146,2.2238731384277344,2.471489191055298
5,-4.605659484863281,0.6141107678413391,0.16894453763961792,0.2283877581357956,0.09111195802688599,0.6170566082000732,0.3033793568611145,0.04571866989135742,0.13472139835357666,0.9080364108085632,0.83290034532547,0.03893756866455078,0.8533923029899597,0.22036732733249664,0.37343570590019226,0.9528481364250183,0.9148110151290894,0.21645495295524597,0.9252151846885681,-2.9207561016082764,0.7727697491645813,0.17978006601333618,0.36544686555862427,0.2609953284263611,0.6891743540763855,0.7963083982467651,-0.7998755574226379,-0.0012716054916381836,0.7829502820968628,-0.11301064491271973,-0.2806292176246643,0.13632142543792725,0.3099689781665802,0.3549030125141144,0.9508185982704163,0.7298232913017273,0.2913588881492615,0.858182966709137,2.7534539699554443,3.210947036743164,3.4571144580841064,3.2586750984191895,2.74338698387146,3.2809834480285645,2.577824592590332,2.922722339630127,3.1380791664123535,2.9614322185516357,2.569349765777588,2.9905192852020264
6,-5.504943370819092,0.5973984599113464,0.1680459827184677,0.2116536647081375,0.08696611225605011,0.5997889637947083,0.2822507917881012,0.08612024784088135,0.14025431871414185,0.9227848052978516,0.8481022715568542,0.08203548192977905,0.873290479183197,0.2747124433517456,0.3801727592945099,0.9585548043251038,0.9195473790168762,0.26019996404647827,0.9343792200088501,12.658044815063477,0.867915153503418,0.18246497213840485,2.6290969848632812,0.44621068239212036,0.6792278289794922,2.6047706604003906,-1.3543109893798828,-0.025748491287231445,-6.224202632904053,-2.2555270195007324,-0.28463292121887207,-6.430792808532715,0.1282835602760315,0.3704410493373871,0.8338106870651245,0.15356729924678802,0.22797293961048126,0.4463803172111511,3.1276612281799316,3.887007236480713,4.211843490600586,3.9610743522644043,3.1150574684143066,3.967057704925537,2.9445314407348633,3.5404229164123535,3.8293819427490234,3.600656032562256,2.9335358142852783,3.6186511516571045
7,-6.365149021148682,0.5727903246879578,0.16710327565670013,0.2058120220899582,0.08880249410867691,0.5806023478507996,0.2701418995857239,0.14070123434066772,0.14956551790237427,0.9283310770988464,0.8427315950393677,0.12560123205184937,0.8837370872497559,0.3447151482105255,0.3869432806968689,0.9623072743415833,0.92768394947052,0.32652533054351807,0.9438179135322571,5.3442888259887695,0.8320779800415039,0.1861448436975479,1.6161600351333618,0.09561235457658768,0.8018496632575989,1.5601187944412231,-1.1319124698638916,-0.11510670185089111,-1.887359857559204,0.8023384809494019,-0.9703455567359924,-1.7954399585723877,0.36177727580070496,0.41011708974838257,1.0204825401306152,0.843536913394928,0.484306663274765,1.0888680219650269,3.524138927459717,4.6986188888549805,5.107570648193359,4.810643196105957,3.4995980262756348,4.776549816131592,3.33396577835083,4.282806873321533,4.647027015686035,4.374520301818848,3.314178705215454,4.369622230529785
8,-7.27383279800415,0.5369433164596558,0.16705799102783203,0.1900210827589035,0.08698899298906326,0.5528358817100525,0.25492674112319946,0.22261592745780945,0.1517733335494995,0.9392825365066528,0.8489383459091187,0.18596991896629333,0.8973125219345093,0.41995668411254883,0.39437803626060486,0.9699599742889404,0.9278222322463989,0.40578073263168335,0.9484961628913879,0.4021088182926178,0.8632863163948059,0.17199209332466125,0.36009833216667175,0.1602136641740799,0.8681696653366089,1.3857996463775635,-1.2677021026611328,0.10070586204528809,0.7455458641052246,0.5386576652526855,-1.2921444177627563,-1.3790345191955566,0.3620236814022064,0.39143598079681396,0.7462145686149597,0.7514808773994446,0.20017023384571075,0.4752333462238312,3.9805312156677246,5.669337749481201,6.191998481750488,5.839855194091797,3.9143919944763184,5.740787029266357,3.7655906677246094,5.172317028045654,5.639227390289307,5.311427116394043,3.71797251701355,5.253091812133789
9,-8.173932075500488,0.4932763874530792,0.16583514213562012,0.186862513422966,0.0867944285273552,0.5164244771003723,0.24762509763240814,0.31588390469551086,0.16324245929718018,0.9412687420845032,0.8507096767425537,0.27169734239578247,0.9025415182113647,0.5030036568641663,0.4017445147037506,0.9724801182746887,0.9258981943130493,0.4689720869064331,0.9549042582511902,1.6640431880950928,0.8303607106208801,0.18472568690776825,0.47797051072120667,0.0993853509426117,0.9173228144645691,1.3852593898773193,-1.1317143440246582,-0.08855569362640381,0.6071467399597168,0.7916747331619263,-1.6504392623901367,-1.3737409114837646,0.4484836459159851,0.43918272852897644,1.0642292499542236,0.8365968465805054,0.12254810333251953,0.46451541781425476,4.536677837371826,6.826371669769287,7.466704368591309,7.0844011306762695,4.405899524688721,6.8546857833862305,4.274765491485596,6.234799861907959,6.815430164337158,6.446193695068359,4.1746602058410645,6.304123878479004
