epoch,subset,n,mae_mchirp,mae_q,mae_merger_time,mae_snr,r2_mchirp,r2_q,r2_merger_time,r2_snr,std_ratio_mchirp,std_ratio_q,std_ratio_merger_time,std_ratio_snr
5,full,5000,1.71475,0.159674,0.0151689,0.914844,0.88845,0.185597,0.867833,0.744735,0.994076,0.422431,0.979036,0.921338
5,snr_low,1667,2.47675,0.162291,0.0176155,1.05029,0.771732,0.149931,0.788816,-1.95905,0.938819,0.353148,0.968263,1.45729
5,snr_mid,1666,1.49708,0.157907,0.0130563,1.05638,0.933396,0.201023,0.916421,-1.64689,0.988273,0.432178,0.995779,1.82507
5,snr_high,1667,1.17031,0.158821,0.0148338,0.637953,0.955457,0.203156,0.896918,-0.128765,1.04124,0.471162,0.958565,1.15961
5,mchirp_low,2500,1.33626,0.188246,0.0160926,0.933864,0.709085,0.0160247,0.835656,0.732008,1.02666,0.251789,0.964904,0.915748
5,mchirp_high,2500,2.09325,0.131101,0.0142453,0.895825,0.587822,0.111612,0.900097,0.757289,1.13351,0.570931,0.99157,0.926846
5,merger_early,2500,1.70338,0.162145,0.0156295,0.90107,0.890588,0.185599,0.368363,0.749648,0.996759,0.407406,1.07982,0.929294
5,merger_late,2500,1.72613,0.157202,0.0147084,0.928619,0.886318,0.185474,0.576656,0.739915,0.991428,0.437041,1.08478,0.91143
5,q_low,1667,1.49153,0.210054,0.0147229,0.909983,0.765473,-5.46683,0.880413,0.748786,1.08087,0.483371,0.980276,0.913183
5,q_mid,1666,1.76644,0.0813965,0.0153972,0.914052,0.860156,-1.21752,0.858773,0.748799,1.05776,1.23163,0.977933,0.919633
5,q_high,1667,1.88633,0.187523,0.0153869,0.920498,0.897278,-10.4848,0.86393,0.736188,0.985459,1.63658,0.977779,0.931711
5,q_low_mchirp_low,1241,1.38096,0.223381,0.0150405,0.918363,0.553721,-6.29493,0.86939,0.746403,1.15836,0.423098,0.971499,0.905726
5,q_low_mchirp_high,426,1.81361,0.171232,0.0137975,0.88557,-0.775359,-9.53857,0.913214,0.755765,1.68481,0.890768,1.00085,0.934408
5,q_high_mchirp_low,544,1.30721,0.253689,0.0177714,0.953591,0.794059,-15.7214,0.783643,0.706249,0.868395,1.076,0.95427,0.919554
5,q_high_mchirp_high,1123,2.16687,0.155471,0.0142318,0.904467,0.582349,-7.718,0.901055,0.75009,1.13364,1.6309,0.990833,0.936826
10,full,5000,1.85551,0.163039,0.014775,1.15199,0.878503,0.14672,0.874615,0.598121,0.97652,0.42836,0.975715,0.992452
10,snr_low,1667,2.65951,0.167241,0.016397,1.30339,0.750808,0.0816899,0.811891,-3.62755,0.971356,0.380192,0.960879,1.79286
10,snr_mid,1666,1.56557,0.159264,0.0131297,1.44346,0.930754,0.187051,0.914036,-3.66393,0.988853,0.458027,0.986474,1.97378
10,snr_high,1667,1.34127,0.162611,0.0147975,0.709285,0.948546,0.168319,0.896821,-0.303027,0.963972,0.442822,0.973173,1.05469
10,mchirp_low,2500,1.45723,0.197007,0.0151803,1.19886,0.690375,-0.0785642,0.851756,0.564415,1.04884,0.32586,0.969225,0.991842
10,mchirp_high,2500,2.25378,0.129072,0.0143698,1.10512,0.54701,0.149588,0.897526,0.63139,1.07053,0.550347,0.980569,0.992806
10,merger_early,2500,1.87796,0.166069,0.0146929,1.16434,0.871996,0.13979,0.436253,0.58272,0.973245,0.397138,1.05545,0.999639
10,merger_late,2500,1.83305,0.160009,0.0148572,1.13963,0.884929,0.153827,0.565223,0.613099,0.979499,0.458689,1.11113,0.985369
10,q_low,1667,1.35154,0.245363,0.0141314,1.18223,0.791471,-7.51221,0.883433,0.581512,1.06133,0.601019,0.978599,0.983491
10,q_mid,1666,1.91518,0.0893494,0.0152316,1.14326,0.850221,-1.67688,0.869569,0.605602,1.03386,1.25378,0.969976,0.992402
