epoch,circular_loss_coa_phase,circular_loss_polarization_angle,kappa_sky_position,loss,mae_coa_phase,mae_inclination,mae_mchirp,mae_merger_time,mae_polarization_angle,mae_snr,r2_coa_phase,r2_inclination,r2_mchirp,r2_merger_time,r2_polarization_angle,r2_snr,std_ratio_coa_phase,std_ratio_inclination,std_ratio_mchirp,std_ratio_merger_time,std_ratio_polarization_angle,std_ratio_snr,val_circular_loss_coa_phase,val_circular_loss_polarization_angle,val_kappa_sky_position,val_loss,val_mae_coa_phase,val_mae_inclination,val_mae_mchirp,val_mae_merger_time,val_mae_polarization_angle,val_mae_snr,val_r2_coa_phase,val_r2_inclination,val_r2_mchirp,val_r2_merger_time,val_r2_polarization_angle,val_r2_snr,val_std_ratio_coa_phase,val_std_ratio_inclination,val_std_ratio_mchirp,val_std_ratio_merger_time,val_std_ratio_polarization_angle,val_std_ratio_snr,val_weight_coa_phase,val_weight_inclination,val_weight_mchirp,val_weight_merger_time,val_weight_polarization_angle,val_weight_sky_position,val_weight_snr,weight_coa_phase,weight_inclination,weight_mchirp,weight_merger_time,weight_polarization_angle,weight_sky_position,weight_snr
0,1.0011861324310303,0.9957018494606018,0.15535573661327362,6.772416114807129,1.3198750019073486,0.9338469505310059,1.3212772607803345,0.2932092845439911,1.4903947114944458,1.0390290021896362,-4.527149200439453,-1.8268288373947144,-4.761418342590332,-0.5044851303100586,-7.884760856628418,-0.6777712106704712,2.127978801727295,1.3393051624298096,2.1707019805908203,0.7070676684379578,2.807464838027954,0.8602995872497559,1.0027819871902466,0.9914454817771912,0.09999995678663254,5.4661359786987305,1.0766135454177856,0.6591136455535889,1.0073132514953613,0.2787187695503235,1.5465525388717651,0.8535149693489075,-2.314711332321167,-0.15448302030563354,-0.5886203050613403,-0.3730655908584595,-6.0630364418029785,-0.009016633033752441,1.3954217433929443,0.34329041838645935,0.18777090311050415,0.16235937178134918,1.8612066507339478,0.1971999704837799,1.0003561973571777,1.1833125352859497,1.0177768468856812,1.218186378479004,1.0041544437408447,0.8495020866394043,1.1468238830566406,0.9998417496681213,1.0722097158432007,0.9981648325920105,1.1061198711395264,1.003357172012329,0.9233207702636719,1.0556756258010864
1,0.9941760301589966,0.9973945021629333,0.10000019520521164,5.167351722717285,1.1926918029785156,0.7677066326141357,0.8773448467254639,0.2673078179359436,1.2987995147705078,0.8326436877250671,-3.5054566860198975,-0.7277805209159851,-0.17158031463623047,-0.2035003900527954,-4.221370697021484,-0.022504448890686035,1.8714931011199951,0.8401846885681152,0.5033391118049622,0.46552133560180664,2.0581629276275635,0.6205695867538452,1.0041663646697998,1.0000396966934204,0.09999995678663254,4.638992786407471,0.8753854632377625,0.6873278021812439,0.8366410136222839,0.26070454716682434,0.8342788815498352,0.8155015707015991,-1.273726463317871,-0.3067830801010132,-0.06377112865447998,-0.1703016757965088,-1.1314682960510254,-0.0374525785446167,1.0791434049606323,0.3797454535961151,0.3716028928756714,0.19078458845615387,0.624764084815979,0.5588764548301697,0.9980090260505676,1.440598726272583,1.0889257192611694,1.4821207523345947,1.0016465187072754,0.730043351650238,1.397635579109192,1.0063040256500244,1.310294270515442,1.0503900051116943,1.3466427326202393,1.0031601190567017,0.786547839641571,1.2659924030303955
2,1.0000087022781372,0.9925898313522339,0.10000019520521164,4.485644340515137,1.229380488395691,0.7133336067199707,0.8120381832122803,0.26190510392189026,1.3417718410491943,0.7555215954780579,-3.6163811683654785,-0.44010627269744873,-0.008906245231628418,-0.14859461784362793,-5.462882041931152,0.1443217396736145,1.8930737972259521,0.656976580619812,0.5338274836540222,0.426385760307312,2.347184419631958,0.7285517454147339,1.0009175539016724,1.0128145217895508,0.09999995678663254,3.9203238487243652,1.50912606716156,0.6984412670135498,0.7619439363479614,0.24584679305553436,1.1899054050445557,0.6238033175468445,-5.3136396408081055,-0.34748899936676025,0.15305548906326294,-0.007794976234436035,-3.127953290939331,0.41297197341918945,1.0465173721313477,0.4736858308315277,0.45234790444374084,0.1893339306116104,0.9854056239128113,0.6426374316215515,1.0046448707580566,1.7374885082244873,1.1929806470870972,1.8001371622085571,1.009183406829834,0.6410693526268005,1.6838600635528564,0.9996032118797302,1.5900336503982544,1.138717532157898,1.6368252038955688,1.0061758756637573,0.6831664443016052,1.5397800207138062
3,0.9950318932533264,0.9932947754859924,0.10000019520521164,3.7302279472351074,1.0838781595230103,0.6933329105377197,0.7909836769104004,0.2530283033847809,1.1133034229278564,0.6714399456977844,-2.6251964569091797,-0.33326196670532227,0.04211944341659546,-0.06393563747406006,-2.829434871673584,0.3139645457267761,1.6247022151947021,0.5779696106910706,0.5538623929023743,0.3834839463233948,1.6844451427459717,0.7290903925895691,0.9916271567344666,1.0012695789337158,0.09999995678663254,3.4844307899475098,1.4777826070785522,0.6504119038581848,0.7575095295906067,0.23448368906974792,1.7393090724945068,0.6354919672012329,-5.339087009429932,-0.10017859935760498,0.15273386240005493,0.08291840553283691,-7.305251121520996,0.3797021508216858,1.3780823945999146,0.3279060125350952,0.5052159428596497,0.2081587165594101,1.2802855968475342,0.7188615202903748,1.002050757408142,2.054382801055908,1.3215445280075073,2.183913469314575,1.0065345764160156,0.5744744539260864,2.0366666316986084,1.0036648511886597,1.8936975002288818,1.255374550819397,1.9869674444198608,1.0079594850540161,0.6060166954994202,1.8535771369934082
4,1.0024759769439697,1.001715064048767,0.10000019520521164,3.2422420978546143,1.0961068868637085,0.678277850151062,0.7740268111228943,0.23222705721855164,1.2956959009170532,0.6225835680961609,-2.672293186187744,-0.25151950120925903,0.08188635110855103,0.10134565830230713,-4.2964324951171875,0.4025999903678894,1.6275999546051025,0.49859121441841125,0.5855640172958374,0.38314536213874817,2.069864273071289,0.756501317024231,0.9993069171905518,0.9992175102233887,0.09999995678663254,3.3333771228790283,0.9268410801887512,0.645950436592102,0.9326444864273071,0.19585153460502625,0.9530411958694458,0.7670702338218689,-1.5813591480255127,-0.054856836795806885,-0.28765690326690674,0.34287023544311523,-1.6853463649749756,0.09288251399993896,1.1113229990005493,0.23887886106967926,0.46532586216926575,0.3547380864620209,0.7791222929954529,0.6764492392539978,0.9996936917304993,2.3811192512512207,1.469771385192871,2.6505682468414307,0.9934042692184448,0.5244236588478088,2.4319663047790527,0.9984397292137146,2.220228910446167,1.395755410194397,2.4106218814849854,1.0028743743896484,0.5481307506561279,2.2342112064361572
5,0.9960343241691589,1.0073275566101074,0.10000019520521164,2.727492332458496,1.1104207038879395,0.6631564497947693,0.741090714931488,0.1908845156431198,1.1113694906234741,0.6090165376663208,-2.834433078765869,-0.1674405336380005,0.15458810329437256,0.344085156917572,-2.799712657928467,0.4204930067062378,1.6748472452163696,0.41832542419433594,0.569252610206604,0.5846856832504272,1.664419412612915,0.7963082790374756,0.9968778491020203,0.9980398416519165,0.09999995678663254,2.354203224182129,0.7112541198730469,0.6420890092849731,0.6833061575889587,0.14057938754558563,1.3418145179748535,0.619373083114624,-0.44282931089401245,-0.03781789541244507,0.30053913593292236,0.6042584180831909,-4.2569169998168945,0.4167177677154541,0.6450618505477905,0.19122767448425293,0.5035070776939392,0.6551395058631897,1.0574208498001099,0.8053393363952637,1.002524971961975,2.718780279159546,1.6449854373931885,3.2250523567199707,0.9916340112686157,0.48680800199508667,2.8111798763275146,1.0035459995269775,2.5568220615386963,1.5549613237380981,2.9293525218963623,0.9906608462333679,0.5046257972717285,2.6095380783081055
6,0.9966142773628235,0.9973416328430176,0.10000019520521164,2.8011586666107178,1.475571870803833,0.6617009043693542,0.7384649515151978,0.18381521105766296,1.1230833530426025,0.5888737440109253,-13.055397033691406,-0.15540987253189087,0.15921759605407715,0.3783535361289978,-2.8702855110168457,0.46257269382476807,3.486680030822754,0.4006148874759674,0.583250880241394,0.6286844611167908,1.7008105516433716,0.7621498703956604,0.9949232339859009,0.9872996211051941,0.09999995678663254,1.9678865671157837,0.7151850461959839,0.6454562544822693,0.6671687364578247,0.14598295092582703,1.3066266775131226,0.5808683633804321,-0.455669105052948,-0.050762712955474854,0.31513547897338867,0.5681570768356323,-3.97397518157959,0.4821191430091858,0.39330318570137024,0.1731112003326416,0.467566579580307,0.6903748512268066,1.7713671922683716,0.7560596466064453,1.0031625032424927,3.008246898651123,1.8308366537094116,3.915894031524658,1.0013108253479004,0.45873838663101196,3.193129062652588,1.0054608583450317,2.8641998767852783,1.7331699132919312,3.559817314147949,1.0011333227157593,0.47201651334762573,2.9928438663482666
7,1.0043792724609375,1.0089163780212402,0.10000019520521164,1.8479855060577393,0.8800046443939209,0.6578009724617004,0.6731178164482117,0.15235091745853424,1.0967085361480713,0.5511364340782166,-1.3420915603637695,-0.13151568174362183,0.2911826968193054,0.5523773431777954,-2.697312831878662,0.5222529768943787,0.9900857210159302,0.36911508440971375,0.6131210327148438,0.7633212208747864,1.6014541387557983,0.7980890274047852,0.9977157115936279,1.0047944784164429,0.09999995678663254,1.3823583126068115,0.9657952189445496,0.6394860744476318,0.6501773595809937,0.11132939159870148,1.0004149675369263,0.4864071011543274,-1.7512786388397217,-0.027333498001098633,0.3309311270713806,0.7368347644805908,-2.0001769065856934,0.6200440526008606,1.2294433116912842,0.17608371376991272,0.5816510915756226,0.8896216154098511,0.6398211121559143,0.8153223395347595,0.9940096735954285,3.2447285652160645,2.0667929649353027,4.765990257263184,0.9939702153205872,0.4380652904510498,3.6152291297912598,0.9971033334732056,3.131645679473877,1.9445353746414185,4.328963279724121,0.9927508234977722,0.44780462980270386,3.4047746658325195
8,1.0007145404815674,0.9968969821929932,0.10000019520521164,1.3836121559143066,0.8934364914894104,0.6561328172683716,0.6069382429122925,0.13896052539348602,1.1043791770935059,0.5295718908309937,-1.4105842113494873,-0.12184768915176392,0.40658217668533325,0.620707631111145,-2.701570987701416,0.5595468282699585,0.9681686758995056,0.3514711260795593,0.6794388294219971,0.8312617540359497,1.6466889381408691,0.8240842223167419,1.0037952661514282,1.008493185043335,0.09999995678663254,1.050635576248169,0.8749934434890747,0.6968979239463806,0.5049936175346375,0.11119499057531357,0.7468001246452332,0.46516838669776917,-1.308825969696045,-0.369109570980072,0.586090087890625,0.7481647729873657,-0.6268454790115356,0.6560590267181396,1.11599600315094,0.5950881242752075,0.7374274730682373,0.8591890335083008,0.7542039155960083,0.8438564538955688,0.9944702386856079,3.4221091270446777,2.372617721557617,5.796996593475342,1.0066211223602295,0.4231297969818115,4.0431365966796875,0.9991751909255981,3.342015266418457,2.2140564918518066,5.2684712409973145,0.9996287226676941,0.43014413118362427,3.8346738815307617
9,1.0063661336898804,0.9992680549621582,0.10000019520521164,0.9334767460823059,0.8954271674156189,0.6530443429946899,0.5417822599411011,0.12871181964874268,1.086342215538025,0.5066298246383667,-1.424593210220337,-0.1134154200553894,0.5162071585655212,0.6722109317779541,-2.657874584197998,0.5984986424446106,1.1812940835952759,0.35373806953430176,0.7622981667518616,0.863503098487854,1.6011501550674438,0.845413088798523,0.9938626885414124,0.996135950088501,0.09999995678663254,0.37155479192733765,0.9363014101982117,0.6433047652244568,0.48491692543029785,0.11181999742984772,0.7967630624771118,0.43834155797958374,-1.6023997068405151,-0.04872310161590576,0.6216304302215576,0.7443424463272095,-0.8796809911727905,0.6946485042572021,1.014723539352417,0.12519198656082153,0.8282859921455383,0.9162319898605347,0.7108252644538879,0.8187078237533569,0.9918838739395142,3.539949417114258,2.767301321029663,7.0460405349731445,0.9949609041213989,0.41264715790748596,4.515528202056885,0.9944513440132141,3.476713180541992,2.564908027648926,6.405218124389648,1.0042071342468262,0.41753894090652466,4.291154384613037
