epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_sky_position,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_sky_position,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_sky_position,std_ratio_coa_phase
5,full,5000,3.07859,0.0230242,1.09722,1.30529,1.56539,0.701088,0.727175,0.643328,0.415189,-0.00676416,0.791482,0.894205,0.924282,0.817874,0.0852597
5,snr_low,1667,4.07581,0.0274359,1.28735,1.31457,1.54093,0.504215,0.620423,-3.23901,0.406786,-0.0357626,0.575891,0.764436,1.5536,0.808856,0.0775417
5,snr_mid,1666,2.86939,0.0211163,1.09174,1.29012,1.56585,0.756144,0.77027,-1.93183,0.422597,0.0120011,0.784996,0.915123,1.83742,0.819388,0.0820877
5,snr_high,1667,2.29046,0.0205192,0.912558,1.31117,1.58939,0.836058,0.789124,-1.25343,0.416181,0.00118322,0.961742,0.987531,1.68268,0.82525,0.0926137
5,mchirp_low,2500,2.70174,0.0268638,1.08951,1.31782,1.5639,-0.045399,0.635287,0.644312,0.408089,-0.0131856,0.857753,0.848226,0.941732,0.809688,0.0800505
5,mchirp_high,2500,3.45545,0.0191845,1.10492,1.29275,1.56687,0.0446875,0.819342,0.642328,0.422347,-0.00089706,1.06056,0.930052,0.898685,0.826131,0.0862172
5,merger_early,2500,3.02503,0.0208239,1.14512,1.30876,1.57754,0.709266,0.11873,0.610056,0.415452,-0.0139568,0.810575,0.851593,0.936474,0.799485,0.0856776
5,merger_late,2500,3.13216,0.0252245,1.04931,1.30181,1.55323,0.69295,-0.268821,0.675742,0.414907,0.000447958,0.771497,1.28809,0.911978,0.836448,0.0848299
5,q_low,1667,2.36817,0.0231109,1.07811,1.32316,1.57453,0.481314,0.729902,0.65935,0.405879,-0.00284867,0.908968,0.891604,0.921668,0.816286,0.081342
5,q_mid,1666,2.96877,0.023709,1.0979,1.28777,1.57361,0.681053,0.713324,0.639946,0.421955,-0.0293526,0.830595,0.892098,0.930539,0.82087,0.0854985
5,q_high,1667,3.89878,0.022253,1.11564,1.30492,1.54802,0.664414,0.737979,0.630129,0.417734,0.0113106,0.782706,0.899138,0.920913,0.81652,0.0870074
5,q_low_mchirp_low,1241,2.41534,0.0243221,1.06468,1.34046,1.56929,-0.22919,0.701031,0.668188,0.399728,-0.00880241,1.03628,0.877456,0.92482,0.807308,0.0786732
5,q_low_mchirp_high,426,2.23076,0.0195823,1.11722,1.27276,1.58981,-1.31465,0.815872,0.63346,0.424135,0.012728,1.72046,0.930398,0.907154,0.84447,0.0846596
5,q_high_mchirp_low,544,3.15816,0.0291413,1.14822,1.3037,1.56827,-0.0667132,0.560732,0.60093,0.418038,-0.0132309,0.724374,0.785635,0.932523,0.803408,0.0802966
5,q_high_mchirp_high,1123,4.25755,0.0189162,1.09986,1.30552,1.53821,-0.232813,0.820114,0.643685,0.417584,0.0230384,1.10584,0.934812,0.902864,0.822862,0.0870256
10,full,5000,1.76946,0.0171563,0.894776,1.19123,1.57332,0.893461,0.843471,0.762716,0.391125,-0.0104708,0.954237,0.950305,0.893563,0.502029,0.0472819
10,snr_low,1667,2.3878,0.0200234,0.919998,1.19292,1.55624,0.800578,0.778012,-1.27177,0.385622,-0.0489365,0.849926,0.876533,1.42702,0.492064,0.0423304
10,snr_mid,1666,1.56627,0.015872,0.906831,1.1763,1.5729,0.929985,0.866509,-1.0682,0.39759,0.0143979,0.97973,0.966467,1.72025,0.503198,0.0433338
10,snr_high,1667,1.35419,0.0155727,0.857506,1.20446,1.59082,0.945968,0.884887,-0.915498,0.390168,0.000148622,1.02171,1.00231,1.32707,0.51052,0.0534147
10,mchirp_low,2500,1.51453,0.0187937,0.919611,1.20458,1.57437,0.655997,0.803609,0.748625,0.37931,-0.0193432,1.01676,0.92348,0.912428,0.48888,0.0424386
10,mchirp_high,2500,2.0244,0.0155189,0.86994,1.17788,1.57227,0.643457,0.883442,0.776619,0.403067,-0.00217569,1.04123,0.97601,0.873038,0.515056,0.0490743
10,merger_early,2500,1.7559,0.0158217,0.921604,1.19998,1.58278,0.893055,0.482203,0.747281,0.386632,-0.0128261,0.950131,0.928592,0.899425,0.483842,0.0465463
10,merger_late,2500,1.78302,0.0184909,0.867948,1.18248,1.56387,0.893848,0.283419,0.777746,0.395787,-0.00818047,0.957294,1.13986,0.887839,0.520265,0.0480139
10,q_low,1667,1.45675,0.0171191,0.87678,1.20154,1.58496,0.781924,0.847338,0.77165,0.384205,-0.00856294,1.04349,0.949876,0.896406,0.498756,0.043746
10,q_mid,1666,1.73621,0.0172345,0.893017,1.18113,1.58152,0.88694,0.840365,0.76113,0.394641,-0.0308329,1.00707,0.953966,0.897662,0.504375,0.0474664
10,q_high,1667,2.1154,0.0171153,0.91453,1.19101,1.55349,0.887817,0.84246,0.755009,0.394498,0.00743965,0.947783,0.946954,0.885865,0.502976,0.0501157
