epoch,circular_loss_combo_A,circular_loss_combo_B,kappa_sky_position,loss,mae_inclination,mae_mchirp,mae_merger_time,mae_snr,r2_inclination,r2_mchirp,r2_merger_time,r2_snr,std_ratio_coa_phase,std_ratio_inclination,std_ratio_mchirp,std_ratio_merger_time,std_ratio_polarization_angle,std_ratio_snr,val_circular_loss_combo_A,val_circular_loss_combo_B,val_kappa_sky_position,val_loss,val_mae_inclination,val_mae_mchirp,val_mae_merger_time,val_mae_snr,val_r2_inclination,val_r2_mchirp,val_r2_merger_time,val_r2_snr,val_std_ratio_coa_phase,val_std_ratio_inclination,val_std_ratio_mchirp,val_std_ratio_merger_time,val_std_ratio_polarization_angle,val_std_ratio_snr,val_weight_combo_A,val_weight_combo_B,val_weight_inclination,val_weight_mchirp,val_weight_merger_time,val_weight_sky_position,val_weight_snr,weight_combo_A,weight_combo_B,weight_inclination,weight_mchirp,weight_merger_time,weight_sky_position,weight_snr
0,0.998641312122345,0.9953730702400208,0.1553504914045334,6.585068225860596,0.9407069683074951,1.3764756917953491,0.29413655400276184,1.0527952909469604,-1.882324457168579,-5.189948558807373,-0.516323447227478,-0.7071832418441772,2.2424886226654053,1.3668577671051025,2.2683465480804443,0.7143751382827759,2.6211061477661133,0.8539552688598633,0.9965630769729614,0.9996559619903564,0.09999995678663254,4.784003257751465,0.6920897364616394,0.8638824224472046,0.28391626477241516,0.9259086847305298,-0.3327493667602539,-0.1163630485534668,-0.4348893165588379,-0.22737348079681396,0.6215817332267761,0.463142454624176,0.19672158360481262,0.16983681917190552,0.823209285736084,0.19696353375911713,1.174636721611023,1.1797382831573486,1.1827824115753174,1.014548897743225,1.218063235282898,0.8495004773139954,1.1440554857254028,1.0934664011001587,1.0928562879562378,1.0716474056243896,0.9961550831794739,1.1060575246810913,0.923320472240448,1.0548397302627563
1,1.0052422285079956,1.0047701597213745,0.10000019520521164,4.870586395263672,0.7528747320175171,0.8978187441825867,0.2672274112701416,0.9337245225906372,-0.6532973051071167,-0.21993231773376465,-0.1983194351196289,-0.24141061305999756,2.0358235836029053,0.8039649128913879,0.47051098942756653,0.44461336731910706,1.8955122232437134,0.5151506662368774,0.9961168766021729,1.0097362995147705,0.09999995678663254,4.196373462677002,0.6690810322761536,0.8800868988037109,0.2538405656814575,0.882693886756897,-0.2052685022354126,-0.16091930866241455,-0.0925142765045166,-0.09568262100219727,1.706116795539856,0.4164546728134155,0.2279655933380127,0.18995161354541779,0.7989429831504822,0.2216249704360962,1.2805850505828857,1.2762386798858643,1.449625849723816,1.0811032056808472,1.4821089506149292,0.7300411462783813,1.3529436588287354,1.2341747283935547,1.236850380897522,1.3135621547698975,1.0453957319259644,1.3466423749923706,0.7865458130836487,1.2489557266235352
2,0.999061644077301,1.001237392425537,0.10000019520521164,4.1888203620910645,0.7149310111999512,0.8796249032020569,0.26121366024017334,0.9116533398628235,-0.45246654748916626,-0.16723346710205078,-0.1300334930419922,-0.1651982069015503,1.8827064037322998,0.6671030521392822,0.41137179732322693,0.3733656704425812,1.6258254051208496,0.42612290382385254,1.0089755058288574,0.9999100565910339,0.09999995678663254,3.7142157554626465,0.6850964426994324,0.8529313802719116,0.24856416881084442,0.8594391942024231,-0.28592050075531006,-0.031745314598083496,-0.025716423988342285,-0.019246816635131836,1.679358959197998,0.30138686299324036,0.20523162186145782,0.16407611966133118,0.6130414009094238,0.1990121304988861,1.3275755643844604,1.3148679733276367,1.7433592081069946,1.1702463626861572,1.8004677295684814,0.641067385673523,1.5593030452728271,1.310194730758667,1.3021196126937866,1.5961674451828003,1.1242239475250244,1.6372034549713135,0.6831642985343933,1.4576562643051147
3,0.9949919581413269,1.011308193206787,0.10000019520521164,3.7627155780792236,0.6915188431739807,0.8728429079055786,0.26104626059532166,0.8805041313171387,-0.32713592052459717,-0.14845561981201172,-0.12132322788238525,-0.07434308528900146,2.0535175800323486,0.5724349021911621,0.39279043674468994,0.3643757104873657,1.7289179563522339,0.37923288345336914,0.9987474679946899,1.0082666873931885,0.09999995678663254,3.3614654541015625,0.6461609601974487,0.8380134701728821,0.2460775077342987,0.8404162526130676,-0.07388836145401001,0.0019513368606567383,0.00019979476928710938,-0.011592745780944824,1.143541693687439,0.273888498544693,0.20274031162261963,0.15542779862880707,1.0256081819534302,0.29005587100982666,1.3411914110183716,1.3150407075881958,2.0616767406463623,1.2764050960540771,2.1823246479034424,0.5744820833206177,1.7670787572860718,1.3353372812271118,1.314461350440979,1.899218201637268,1.2218310832977295,1.9865449666976929,0.6060135960578918,1.6659713983535767
4,0.998173177242279,1.0024970769882202,0.10000019520521164,3.201817512512207,0.675727903842926,0.8369427919387817,0.2573747932910919,0.8049700260162354,-0.23315590620040894,-0.06100285053253174,-0.07996213436126709,0.07260739803314209,2.0649168491363525,0.4752419590950012,0.4324539303779602,0.3099442422389984,1.521112084388733,0.5222351551055908,0.998426079750061,1.0037367343902588,0.09999995678663254,2.8437743186950684,0.6560608148574829,0.8305956721305847,0.24877449870109558,0.8026860952377319,-0.11991482973098755,-0.0487215518951416,-0.02874171733856201,-0.0315319299697876,0.9486966133117676,0.28467756509780884,0.36911246180534363,0.14635612070560455,0.9228824973106384,0.5679125785827637,1.3372079133987427,1.3264390230178833,2.3921151161193848,1.404754400253296,2.6406991481781006,0.5244367718696594,2.0352940559387207,1.3406612873077393,1.3201470375061035,2.2308144569396973,1.3388621807098389,2.40596866607666,0.5481433868408203,1.8922181129455566
5,1.0038206577301025,1.000443696975708,0.10000019520521164,2.880887031555176,0.6673593521118164,0.7884239554405212,0.2568114995956421,0.7274808287620544,-0.18189066648483276,0.05095881223678589,-0.08080112934112549,0.20875459909439087,2.432795763015747,0.42542359232902527,0.46970269083976746,0.3368534743785858,1.7413129806518555,0.6803035140037537,0.9976325035095215,0.9997549653053284,0.09999995678663254,2.2253997325897217,0.6581864356994629,0.896729588508606,0.2446214258670807,0.6148526072502136,-0.12067258358001709,-0.1406792402267456,0.012418568134307861,0.4259263277053833,0.7247323989868164,0.296721875667572,0.4124175012111664,0.18015173077583313,0.945475161075592,0.6537871360778809,1.3318493366241455,1.3363980054855347,2.717529773712158,1.5618512630462646,3.1867146492004395,0.48682093620300293,2.370537042617798,1.3366260528564453,1.331094741821289,2.5624446868896484,1.4809198379516602,2.9067962169647217,0.5046427845954895,2.184309720993042
6,1.0059412717819214,1.0011069774627686,0.10000019520521164,2.2499775886535645,0.6637204885482788,0.7831217050552368,0.24246513843536377,0.6677535176277161,-0.16375184059143066,0.06101042032241821,0.040339112281799316,0.3352721929550171,1.9651963710784912,0.4142749309539795,0.5434557199478149,0.3111950159072876,1.4553030729293823,0.6941470503807068,1.007537841796875,1.0010396242141724,0.09999995678663254,1.7314742803573608,0.659885823726654,0.7600610852241516,0.21917006373405457,0.5849192142486572,-0.13960522413253784,0.14565014839172363,0.1731470227241516,0.4774380326271057,0.9547733068466187,0.2642461657524109,0.41257303953170776,0.25456568598747253,1.6386332511901855,0.6761149168014526,1.328670620918274,1.322689175605774,3.0003504753112793,1.727362871170044,3.846151828765869,0.4587497115135193,2.7644424438476562,1.3287848234176636,1.3372312784194946,2.861755132675171,1.6413956880569458,3.507232427597046,0.47202202677726746,2.5626211166381836
7,1.0022637844085693,1.0031613111495972,0.10000019520521164,1.76800537109375,0.6591435670852661,0.7480989694595337,0.20488241314888,0.6281374096870422,-0.14014506340026855,0.14766395092010498,0.2751505374908447,0.3969077467918396,1.6030118465423584,0.37773388624191284,0.5066233277320862,0.4736544191837311,1.5993108749389648,0.7458162903785706,1.00339937210083,1.0059947967529297,0.09999995678663254,1.6722004413604736,0.6406107544898987,0.9069144129753113,0.16112175583839417,0.5926839709281921,-0.02066749334335327,-0.23767781257629395,0.4921422600746155,0.42391830682754517,0.8090447187423706,0.1431083083152771,0.42044636607170105,0.5230141282081604,0.9768512845039368,0.6956179141998291,1.3326863050460815,1.3317643404006958,3.230398178100586,1.9163439273834229,4.661086559295654,0.43808063864707947,3.143486261367798,1.3304965496063232,1.3266735076904297,3.120506763458252,1.819149136543274,4.239252090454102,0.4478227198123932,2.966667413711548
8,1.0010802745819092,1.0047837495803833,0.10000019520521164,1.7015832662582397,0.6561195850372314,0.748616099357605,0.16899490356445312,0.6021249890327454,-0.11966699361801147,0.14084750413894653,0.46088409423828125,0.4399624466896057,2.3793556690216064,0.34429216384887695,0.5425920486450195,0.7081007361412048,1.6393300294876099,0.7585816383361816,0.998417854309082,0.9955739974975586,0.09999995678663254,1.5385119915008545,0.6703348159790039,0.7332465648651123,0.14696729183197021,0.580521285533905,-0.20440715551376343,0.20774292945861816,0.5837727785110474,0.48759597539901733,0.6808339953422546,0.43204599618911743,0.4933391213417053,0.6184882521629333,0.39455950260162354,0.6825436353683472,1.332717776298523,1.3288495540618896,3.4153456687927246,2.0933992862701416,5.667445659637451,0.4231511056423187,3.4797801971435547,1.3317551612854004,1.331884741783142,3.332674980163574,2.0045158863067627,5.149287223815918,0.43016067147254944,3.315495729446411
9,1.002869963645935,1.002946376800537,0.10000019520521164,1.0886973142623901,0.6558803915977478,0.7297951579093933,0.15152236819267273,0.5856289863586426,-0.12499582767486572,0.18337231874465942,0.554081916809082,0.4657861590385437,1.4521218538284302,0.36107155680656433,0.5394012928009033,0.7937746644020081,1.4157510995864868,0.776444137096405,0.9938132762908936,0.9957128167152405,0.09999995678663254,0.6894985437393188,0.6401222944259644,0.6770704388618469,0.14231720566749573,0.5817145109176636,-0.020979344844818115,0.318906307220459,0.5859069228172302,0.4804155230522156,0.322785347700119,0.10852963477373123,0.45084989070892334,0.8448381423950195,0.7058702111244202,0.8034588694572449,1.325023889541626,1.3286206722259521,3.5225658416748047,2.270073652267456,6.889451503753662,0.41266942024230957,3.771378993988037,1.338221788406372,1.326963186264038,3.4567930698394775,2.181946039199829,6.260141849517822,0.4175584018230438,3.6159567832946777
