epoch,subset,n,mae_mchirp,mae_merger_time,mae_snr,mae_sky_position,mae_coa_phase,r2_mchirp,r2_merger_time,r2_snr,r2_sky_position,r2_coa_phase,std_ratio_mchirp,std_ratio_merger_time,std_ratio_snr,std_ratio_sky_position,std_ratio_coa_phase
5,full,5000,4.29227,0.0228335,5.5118,2.19046,1.56589,0.367188,0.736817,-5.28788,-0.658247,0.00588942,0.660831,0.714673,0.580507,1.14568,0.0331937
5,snr_low,1667,6.02608,0.0265317,7.19434,2.2073,1.53872,-0.132673,0.643932,-88.1373,-0.683005,-0.0225989,0.454138,0.650406,1.1888,0.842279,0.0276591
5,snr_mid,1666,4.12305,0.0222542,5.44471,2.19783,1.5764,0.476366,0.756629,-49.0441,-0.671441,0.0151683,0.613337,0.72271,1.3347,1.17492,0.0295608
5,snr_high,1667,2.72759,0.0197141,3.89629,2.16624,1.58256,0.742445,0.808538,-26.3138,-0.620592,0.0227253,0.785842,0.764963,1.5157,1.33405,0.0338846
5,mchirp_low,2500,1.97438,0.0248398,5.8543,2.20428,1.56541,0.480457,0.683741,-5.96657,-0.662143,0.00235535,0.71817,0.690324,0.620246,1.22185,0.0321213
5,mchirp_high,2500,6.61017,0.0208271,5.16929,2.17663,1.56637,-1.97274,0.790022,-4.61785,-0.654433,0.00890016,0.949604,0.738394,0.499675,1.05877,0.0337712
5,merger_early,2500,4.15736,0.0258212,5.50916,2.19606,1.56374,0.398075,-0.365689,-5.35624,-0.643913,0.0188368,0.673503,0.920506,0.596037,1.1031,0.0335695
5,merger_late,2500,4.42719,0.0198457,5.51444,2.18485,1.56804,0.336522,0.257856,-5.22189,-0.673172,-0.0073869,0.647919,0.917807,0.564852,1.18795,0.031957
5,q_low,1667,2.32972,0.023074,5.71968,2.19643,1.57441,0.436236,0.737533,-5.66147,-0.667973,0.0138159,0.769288,0.712228,0.59466,1.25499,0.0315119
5,q_mid,1666,4.34259,0.0231886,5.50688,2.17928,1.54924,0.327861,0.723521,-5.22496,-0.638109,0.0121073,0.726281,0.709029,0.573388,1.10172,0.0349283
5,q_high,1667,6.20454,0.022238,5.30882,2.19566,1.57401,0.16194,0.749127,-4.97958,-0.668582,-0.00870929,0.650248,0.722326,0.565095,1.0658,0.0326683
5,q_low_mchirp_low,1241,1.70809,0.0237963,5.84211,2.20558,1.56539,0.385635,0.726465,-5.88311,-0.653278,0.0133508,0.850519,0.700138,0.604065,1.25644,0.0318708
5,q_low_mchirp_high,426,4.14062,0.0209702,5.36303,2.16975,1.60069,-6.31844,0.770237,-5.01221,-0.716863,0.0141103,1.66618,0.746528,0.536726,1.25099,0.0303818
5,q_high_mchirp_low,544,2.276,0.0261429,5.78755,2.24004,1.56786,0.492115,0.635031,-6.07044,-0.714081,-0.0137086,0.602918,0.677626,0.622767,1.18558,0.0319572
5,q_high_mchirp_high,1123,8.10759,0.0203464,5.07692,2.17415,1.57698,-2.79916,0.801624,-4.47295,-0.646285,-0.00650482,0.968696,0.742299,0.504623,0.998729,0.0325483
